experiment,scenario,strategy,variant,param,value,n_seeds,asr_final_mean,asr_post_mean_mean,false_retrieval_rate_mean,answer_flip_rate_mean,propagation_final_mean,propagation_peak_mean,exposure_final_mean,clean_accuracy_final_mean,clean_accuracy_mean_mean,clean_unknown_final_mean,target_accuracy_final_mean,fp_reject_rate_mean,fn_accept_rate_mean,fn_accept_injected_mean,recovery_rounds_mean,recovered_mean,context_tokens_per_query_mean,scored_per_query_mean,verifier_lookups_mean,messages_mean,asr_final_sd,asr_post_mean_sd,false_retrieval_rate_sd,answer_flip_rate_sd,propagation_final_sd,propagation_peak_sd,exposure_final_sd,clean_accuracy_final_sd,clean_accuracy_mean_sd,clean_unknown_final_sd,target_accuracy_final_sd,fp_reject_rate_sd,fn_accept_rate_sd,fn_accept_injected_sd,recovery_rounds_sd,recovered_sd,context_tokens_per_query_sd,scored_per_query_sd,verifier_lookups_sd,messages_sd
k,forged_meta,provenance,default,k,8,8,0.208333,0.246875,0.711458,0.201042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.791667,0,1,1,8,0,124.917,31.86,0,152,0.0830948,0.110526,0.0730823,0.0631807,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0830947,0,0,0,0,0,0.875676,0.103095,0,0
k,forged_meta,verified,default,k,1,8,0.266667,0.223958,0.223958,0.197917,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.7125,0,0.767917,0.736013,7.375,0.125,23.4173,4,176,152,0.209307,0.172196,0.172196,0.135382,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.217444,0,0.117887,0.138567,1.76777,0.353553,0.161593,0,31.2821,0
k,forged_meta,verified,default,k,3,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
k,forged_meta,verified,default,k,5,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,85.9788,20,199.5,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.575785,0,38.18,0
k,forged_meta,verified,default,k,8,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,132.984,31.86,199.625,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.878251,0.103095,38.0298,0
ablation,none,provenance,full,,,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
ablation,none,provenance,drop_evidence,,,8,0.0625001,0.0729167,0.109896,0.015625,,,,0.9375,0.934375,0.040625,0.929167,0.00644567,0.721032,,,1,51.693,12,0,150,0.0999009,0.103797,0.136567,0.0245748,,,,0.0681385,0.0673237,0.0625892,0.0950148,0.00749996,0.277122,,,0,0.391248,0,0,0
ablation,none,provenance,drop_confidence,,,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
ablation,none,provenance,drop_hop,,,8,0.0583334,0.0729167,0.11875,0.01875,,,,0.934375,0.932292,0.040625,0.933333,0.00357082,0.829167,,,1,51.693,12,0,150,0.113739,0.119481,0.141351,0.0438137,,,,0.0718847,0.0699259,0.0625892,0.109834,0.00588376,0.199553,,,0,0.391248,0,0,0
ablation,none,provenance,drop_agreement,,,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
ablation,none,provenance,drop_recency,,,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
ablation,none,provenance,only_evidence,,,8,0.0625,0.0734375,0.11875,0.0255208,,,,0.934375,0.932292,0.040625,0.929167,0,1,,,1,51.6927,12,0,150,0.124004,0.120616,0.141351,0.0598624,,,,0.0718847,0.0699259,0.0625892,0.120102,0,0,,,0,0.391992,0,0,0
ablation,none,provenance,only_confidence,,,8,0.0541666,0.06875,0.11875,0.0208334,,,,0.934375,0.932292,0.040625,0.9375,0,1,,,1,51.6927,12,0,150,0.109744,0.11387,0.141351,0.0589257,,,,0.0718847,0.0699259,0.0625892,0.106066,0,0,,,0,0.391992,0,0,0
ablation,none,provenance,only_hop,,,8,0.0541667,0.0645833,0.11875,0.0166667,,,,0.9375,0.934375,0.040625,0.9375,0,1,,,1,51.6927,12,0,150,0.0815281,0.0874007,0.141351,0.0239874,,,,0.0681385,0.0673237,0.0625892,0.0765062,0,0,,,0,0.391992,0,0,0
ablation,none,provenance,only_agreement,,,8,0.0875,0.0869791,0.0869791,0,,,,0.953125,0.948958,0.034375,0.879167,0.00755472,0.621131,,,1,51.6981,12,0,150,0.105315,0.104308,0.104308,0,,,,0.058915,0.0588308,0.0498883,0.141351,0.00515782,0.262323,,,0,0.39054,0,0,0
ablation,none,provenance,only_recency,,,8,0,0.0427083,0.0880209,0.003125,,,,0,0.309375,1,0,1,0,,,1,42.9038,12,0,120,0,0.0663963,0.105302,0.00883883,,,,0,0.0224657,0,0,0,0,,,0,0.311597,0,0,0
ablation,plain,provenance,full,,,8,0.0708333,0.0802084,0.121875,0.034375,0,0,0.4,0.94375,0.944792,0.03125,0.925,0,0.432264,0,2.75,0.75,51.6954,12,0,152,0.114694,0.116683,0.146228,0.0579388,0,0,0,0.0608716,0.0573794,0.0347183,0.112335,0,0.121801,0,3.49489,0.46291,0.396152,0,0,0
ablation,plain,provenance,drop_evidence,,,8,0.104167,0.191667,0.523958,0.110937,0.420833,0.420833,0.820833,0.946875,0.945833,0.03125,0.845833,0.0120542,0.306262,0.203383,7.375,0.375,51.6961,12,0,152,0.0744025,0.0976663,0.0749254,0.0401472,0.081528,0.081528,0.081528,0.0541781,0.055277,0.0347183,0.109744,0.00720128,0.0931995,0.0962705,0.916125,0.517549,0.402155,0,0,0
ablation,plain,provenance,drop_confidence,,,8,0.0708333,0.0802084,0.121875,0.0302083,0,0,0.4,0.94375,0.944792,0.03125,0.925,0.000636133,0.432264,0,2.75,0.75,51.6954,12,0,152,0.114694,0.116683,0.146228,0.0472848,0,0,0,0.0608716,0.0573794,0.0347183,0.112335,0.00179925,0.121801,0,3.49489,0.46291,0.396152,0,0,0
ablation,plain,provenance,drop_hop,,,8,0.0583334,0.0703125,0.121354,0.0109375,0,0,0.4,0.940625,0.941667,0.03125,0.920833,0.00488223,0.350206,0,2.75,0.75,51.6957,12,0,152,0.113739,0.112587,0.145389,0.0292886,0,0,0,0.0680566,0.0640869,0.0347183,0.106812,0.00616715,0.112426,0,3.49489,0.46291,0.395385,0,0,0
ablation,plain,provenance,drop_agreement,,,8,0.0708333,0.0802084,0.486979,0.0354167,0.4,0.4,0.8,0.946875,0.945833,0.03125,0.929167,0,0.285223,0,2.75,0.75,51.6968,12,0,152,0.114694,0.116683,0.0882882,0.057563,0.0776642,0.0776642,0.0776642,0.0541781,0.055277,0.0347183,0.114694,0,0.105021,0,3.49489,0.46291,0.401975,0,0,0
ablation,plain,provenance,drop_recency,,,8,0.0708333,0.0796875,0.121354,0.034375,0,0,0.4,0.94375,0.944792,0.03125,0.925,0,0.432264,0,2.75,0.75,51.6954,12,0,152,0.114694,0.115544,0.145389,0.0579388,0,0,0,0.0608716,0.0573794,0.0347183,0.112335,0,0.121801,0,3.49489,0.46291,0.396152,0,0,0
ablation,plain,provenance,only_evidence,,,8,0.0625,0.0734375,0.121354,0.028125,0,0,0.4,0.940625,0.941667,0.03125,0.933333,0,0.432264,0,2.75,0.75,51.6954,12,0,152,0.124004,0.119977,0.145389,0.0671025,0,0,0,0.0680566,0.0640869,0.0347183,0.12215,0,0.121801,0,3.49489,0.46291,0.396152,0,0,0
ablation,plain,provenance,only_confidence,,,8,0.179167,0.207813,0.711458,0.161979,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.820833,0,1,1,8,0,51.6982,12,0,152,0.109744,0.13075,0.0730823,0.081084,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.109744,0,0,0,0,0,0.404929,0,0,0
ablation,plain,provenance,only_hop,,,8,0.0708334,0.103125,0.711458,0.0572917,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.929167,0,1,1,4.125,0.625,51.6982,12,0,152,0.0765061,0.0960207,0.0730823,0.0440818,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0765062,0,0,0,3.79614,0.517549,0.404929,0,0,0
ablation,plain,provenance,only_agreement,,,8,0.05,0.0526042,0.0526042,0,0.00833334,0.00833334,0.408333,0.9625,0.95625,0.025,0.808333,0.0117346,0.177029,0,3.5,0.625,51.6971,12,0,152,0.0712697,0.070145,0.070145,0,0.0235702,0.0235702,0.0235703,0.0443203,0.0462373,0.0267261,0.133035,0.00555252,0.109233,0,3.96412,0.517549,0.383515,0,0,0
ablation,plain,provenance,only_recency,,,8,0.9125,0.420312,0.716667,0.160937,0.5125,0.5125,0.9125,0,0.313542,1,0,1,0.742179,1,8,0,45.6854,12,0,145.25,0.0711304,0.0808387,0.0629153,0.0546425,0.0711304,0.0711304,0.0711304,0,0.0213331,0,0,0,0.0962424,0,0,0,0.562306,0,0,5.49675
ablation,forged_meta,provenance,full,,,8,0.208333,0.246875,0.711458,0.201042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.791667,0,1,1,8,0,51.6982,12,0,152,0.0830948,0.110526,0.0730823,0.0631807,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0830947,0,0,0,0,0,0.404929,0,0,0
ablation,forged_meta,provenance,drop_evidence,,,8,0.2,0.240625,0.596354,0.153125,0.4125,0.4125,0.8125,0.946875,0.945833,0.03125,0.791667,0.0117722,0.615357,0.626722,8,0,51.6968,12,0,152,0.0776642,0.104742,0.0704097,0.06251,0.0733279,0.0733279,0.0733279,0.0541781,0.055277,0.0347183,0.0830947,0.00670753,0.0842018,0.0898139,0,0,0.403569,0,0,0
ablation,forged_meta,provenance,drop_confidence,,,8,0.183333,0.215104,0.711458,0.161979,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.816667,0.0012979,1,1,8,0,51.6982,12,0,152,0.0734631,0.103196,0.0730823,0.0514395,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.073463,0.00278176,0,0,0,0,0.404929,0,0,0
ablation,forged_meta,provenance,drop_hop,,,8,0.241667,0.267708,0.711458,0.190104,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.758333,0.00757893,0.94449,1,8,0,51.6986,12,0,152,0.0971825,0.109376,0.0730823,0.0745334,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.0971824,0.00731983,0.0693623,0,0,0,0.404702,0,0,0
ablation,forged_meta,provenance,drop_agreement,,,8,0.2125,0.252604,0.711458,0.206771,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.7875,0,1,1,8,0,51.6982,12,0,152,0.0815279,0.110755,0.0730823,0.0654251,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0815279,0,0,0,0,0,0.404929,0,0,0
ablation,forged_meta,provenance,drop_recency,,,8,0.195833,0.221875,0.711458,0.176042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.804167,0,1,1,8,0,51.6982,12,0,152,0.084398,0.105333,0.0730823,0.0569456,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0843979,0,0,0,0,0,0.404929,0,0,0
ablation,forged_meta,provenance,only_evidence,,,8,0.179167,0.200521,0.711458,0.154688,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.820833,0,1,1,8,0,51.6982,12,0,152,0.103797,0.120215,0.0730823,0.0717704,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.103797,0,0,0,0,0,0.404929,0,0,0
ablation,forged_meta,provenance,only_confidence,,,8,0.241667,0.267708,0.711458,0.221875,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.758333,0,1,1,8,0,51.6982,12,0,152,0.0971825,0.109376,0.0730823,0.0718847,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.0971824,0,0,0,0,0,0.404929,0,0,0
ablation,forged_meta,provenance,only_hop,,,8,0.0708334,0.103125,0.711458,0.0572917,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.929167,0,1,1,4.125,0.625,51.6982,12,0,152,0.0765061,0.0960207,0.0730823,0.0440818,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0765062,0,0,0,3.79614,0.517549,0.404929,0,0,0
ablation,forged_meta,provenance,only_agreement,,,8,0.05,0.0526042,0.0526042,0,0.00833334,0.00833334,0.408333,0.9625,0.95625,0.025,0.808333,0.0117346,0.177029,0,3.5,0.625,51.6971,12,0,152,0.0712697,0.070145,0.070145,0,0.0235702,0.0235702,0.0235703,0.0443203,0.0462373,0.0267261,0.133035,0.00555252,0.109233,0,3.96412,0.517549,0.383515,0,0,0
ablation,forged_meta,provenance,only_recency,,,8,0.9125,0.420312,0.716667,0.160937,0.5125,0.5125,0.9125,0,0.313542,1,0,1,0.742179,1,8,0,45.6854,12,0,145.25,0.0711304,0.0808387,0.0629153,0.0546425,0.0711304,0.0711304,0.0711304,0,0.0213331,0,0,0,0.0962424,0,0,0,0.562306,0,0,5.49675
ablation,sybil,provenance,full,,,8,0.575,0.515104,0.841146,0.461979,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.425,0.00159039,1,1,8,0,51.6972,12,0,152,0.163056,0.156885,0.0374297,0.0998868,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.163056,0.00302707,0,0,0,0,0.406876,0,0,0
ablation,sybil,provenance,drop_evidence,,,8,0.608333,0.516667,0.792188,0.309896,0.5875,0.5875,0.9875,0.959375,0.955208,0.01875,0.383333,0.0259272,0.909645,0.958512,8,0,51.6961,12,0,152,0.130627,0.146639,0.0558323,0.0883022,0.0172515,0.0172515,0.0172515,0.0653801,0.0628265,0.0372012,0.142539,0.00619176,0.0649917,0.0318748,0,0,0.405621,0,0,0
ablation,sybil,provenance,drop_confidence,,,8,0.575,0.502083,0.841146,0.418229,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.425,0.0048766,1,1,8,0,51.6972,12,0,152,0.163056,0.157091,0.0374297,0.109198,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.163056,0.00375303,0,0,0,0,0.406876,0,0,0
ablation,sybil,provenance,drop_hop,,,8,0.5875,0.528125,0.845313,0.392187,0.591667,0.591667,0.991667,0.953125,0.951042,0.021875,0.4125,0.0102202,0.976415,1,8,0,51.6972,12,0,152,0.161282,0.154267,0.0362859,0.115307,0.0154302,0.0154302,0.0154302,0.0673974,0.0659842,0.0281498,0.161282,0.00387877,0.0294768,0,0,0,0.406876,0,0,0
ablation,sybil,provenance,drop_agreement,,,8,0.570833,0.514583,0.841146,0.466146,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.429167,0,1,1,8,0,51.6972,12,0,152,0.168502,0.158818,0.0374297,0.110115,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.168502,0,0,0,0,0,0.406876,0,0,0
ablation,sybil,provenance,drop_recency,,,8,0.575,0.501042,0.841146,0.446354,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.425,0.000639386,1,1,8,0,51.6972,12,0,152,0.163056,0.155691,0.0374297,0.099339,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.163056,0.00180846,0,0,0,0,0.406876,0,0,0
ablation,sybil,provenance,only_evidence,,,8,0.5375,0.484375,0.841146,0.435937,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.4625,0,1,1,8,0,51.6972,12,0,152,0.18382,0.162412,0.0374297,0.128655,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.18382,0,0,0,0,0,0.406876,0,0,0
ablation,sybil,provenance,only_confidence,,,8,0.579167,0.522917,0.841146,0.474479,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.420833,0,1,1,8,0,51.6972,12,0,152,0.158302,0.156268,0.0374297,0.109663,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.158302,0,0,0,0,0,0.406876,0,0,0
ablation,sybil,provenance,only_hop,,,8,0.520833,0.442708,0.841146,0.394271,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.479167,0,1,1,8,0,51.6972,12,0,152,0.162263,0.132526,0.0374297,0.0961805,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.162263,0,0,0,0,0,0.406876,0,0,0
ablation,sybil,provenance,only_agreement,,,8,0.745833,0.583854,0.583854,0,0.583333,0.583333,0.983333,0.96875,0.966667,0.01875,0.0791666,0.105927,0.801699,0.854349,8,0,51.6889,12,0,152,0.0924747,0.0610929,0.0610929,0,0.0251977,0.0251977,0.0251977,0.0513218,0.0513701,0.0347183,0.0395911,0.0180457,0.082501,0.0585588,0,0,0.391473,0,0,0
ablation,sybil,provenance,only_recency,,,8,1,0.619271,0.843229,0.328125,0.6,0.6,1,0,0.31875,1,0,1,0.895678,1,8,0,49.2073,12,0,151.625,0,0.0994014,0.0381841,0.0613888,0,0,0,0,0.0182302,0,0,0,0.0432652,0,0,0,0.840176,0,0,1.06066
ablation,none,verified,full,,,8,0.05,0.0546875,0.0770834,0.0270834,,,,0.946875,0.944792,0.040625,0.929167,0,0.782089,,,1,54.6973,12,196.25,150,0.103892,0.104165,0.115899,0.0576922,,,,0.0632985,0.063455,0.0625892,0.114694,0,0.333336,,,0,0.395088,0,39.1143,0
ablation,none,verified,drop_evidence,,,8,0.0458334,0.0505209,0.071875,0.0125,,,,0.946875,0.944792,0.040625,0.933333,0.00454041,0.561634,,,1,54.6977,12,196.25,150,0.0924749,0.0930214,0.112241,0.0248008,,,,0.0632985,0.063455,0.0625892,0.105409,0.00849254,0.306758,,,0,0.394345,0,39.1143,0
ablation,none,verified,drop_confidence,,,8,0.05,0.0546875,0.0770834,0.0270834,,,,0.946875,0.944792,0.040625,0.929167,0,0.782089,,,1,54.6973,12,196.25,150,0.103892,0.104165,0.115899,0.0576922,,,,0.0632985,0.063455,0.0625892,0.114694,0,0.333336,,,0,0.395088,0,39.1143,0
ablation,none,verified,drop_hop,,,8,0.0375,0.0484375,0.0770834,0.015625,,,,0.946875,0.944792,0.040625,0.941667,0.00289988,0.658604,,,1,54.6977,12,196.25,150,0.106066,0.104272,0.115899,0.0441942,,,,0.0632985,0.063455,0.0625892,0.108012,0.00540494,0.308367,,,0,0.394345,0,39.1143,0
ablation,none,verified,drop_agreement,,,8,0.05,0.0546875,0.0770834,0.0270834,,,,0.946875,0.944792,0.040625,0.929167,0,0.782089,,,1,54.6973,12,196.25,150,0.103892,0.104165,0.115899,0.0576922,,,,0.0632985,0.063455,0.0625892,0.114694,0,0.333336,,,0,0.395088,0,39.1143,0
ablation,none,verified,drop_recency,,,8,0.05,0.0546875,0.0770834,0.0270834,,,,0.946875,0.944792,0.040625,0.929167,0,0.782089,,,1,54.6973,12,196.25,150,0.103892,0.104165,0.115899,0.0576922,,,,0.0632985,0.063455,0.0625892,0.114694,0,0.333336,,,0,0.395088,0,39.1143,0
ablation,forged_meta,verified,full,,,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
ablation,forged_meta,verified,drop_evidence,,,8,0.120833,0.14375,0.351042,0.0864584,0.266667,0.266667,0.666667,0.96875,0.967708,0.01875,0.8375,0.00875637,0.443993,0.417057,7.25,0.25,54.7,12,198,152,0.0924748,0.101404,0.122712,0.0289319,0.103893,0.103893,0.103893,0.0395285,0.03945,0.0291241,0.129023,0.00978942,0.0964054,0.106388,1.75255,0.46291,0.406928,0,37.9097,0
ablation,forged_meta,verified,drop_confidence,,,8,0.120833,0.139063,0.431771,0.105729,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.858333,0.00128535,0.767917,0.736013,7.25,0.25,54.7013,12,197.875,152,0.100692,0.111268,0.159129,0.0514154,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.113739,0.00363552,0.117887,0.138567,1.75255,0.46291,0.40838,0,37.7489,0
ablation,forged_meta,verified,drop_hop,,,8,0.141667,0.153646,0.431771,0.101563,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0.00655362,0.728856,0.736013,7.375,0.125,54.7014,12,197.875,152,0.115126,0.118176,0.159129,0.0442608,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.127786,0.00673641,0.0954792,0.138567,1.76777,0.353553,0.408269,0,37.7489,0
ablation,forged_meta,verified,drop_agreement,,,8,0.141667,0.154687,0.431771,0.128646,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.114704,0.159129,0.0713545,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
ablation,forged_meta,verified,drop_recency,,,8,0.125,0.140104,0.431771,0.114063,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.854167,0,0.767917,0.736013,6.75,0.25,54.7013,12,197.875,152,0.109472,0.115103,0.159129,0.072304,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.120761,0,0.117887,0.138567,2.31455,0.46291,0.40838,0,37.7489,0
ablation,sybil,verified,full,,,8,0.354167,0.308854,0.489583,0.272917,0.35,0.35,0.75,0.984375,0.975,0.0125,0.629166,0.00129666,0.745036,0.729722,8,0,54.6982,12,206.125,152,0.201532,0.178333,0.16099,0.128367,0.106904,0.106904,0.106904,0.0265165,0.0255883,0.0267261,0.217078,0.00274925,0.135607,0.145668,0,0,0.406216,0,40.706,0
ablation,sybil,verified,drop_evidence,,,8,0.379167,0.310417,0.460937,0.180729,0.35,0.35,0.75,0.971875,0.970833,0.021875,0.6,0.0183338,0.677118,0.702557,8,0,54.7,12,206.125,152,0.190186,0.168531,0.147649,0.0867152,0.106904,0.106904,0.106904,0.0281498,0.0292091,0.0281498,0.200792,0.00917116,0.111446,0.132769,0,0,0.4058,0,39.74,0
ablation,sybil,verified,drop_confidence,,,8,0.354167,0.303646,0.489583,0.250521,0.35,0.35,0.75,0.984375,0.975,0.0125,0.629166,0.00329297,0.745036,0.729722,8,0,54.6982,12,206.125,152,0.201532,0.178861,0.16099,0.117248,0.106904,0.106904,0.106904,0.0265165,0.0255883,0.0267261,0.217078,0.0038941,0.135607,0.145668,0,0,0.406216,0,40.706,0
ablation,sybil,verified,drop_hop,,,8,0.366667,0.315625,0.489063,0.245833,0.35,0.35,0.75,0.98125,0.976042,0.015625,0.616667,0.0062709,0.72121,0.73137,8,0,54.6982,12,206.5,152,0.191899,0.176605,0.159674,0.111158,0.106904,0.106904,0.106904,0.0258775,0.0253693,0.0265165,0.20702,0.00618382,0.135036,0.143811,0,0,0.406216,0,39.8999,0
ablation,sybil,verified,drop_agreement,,,8,0.354167,0.309375,0.489583,0.278125,0.35,0.35,0.75,0.984375,0.975,0.0125,0.629166,0,0.745036,0.729722,8,0,54.6982,12,206.125,152,0.201532,0.179558,0.16099,0.137559,0.106904,0.106904,0.106904,0.0265165,0.0255883,0.0267261,0.217078,0,0.135607,0.145668,0,0,0.406216,0,40.706,0
ablation,sybil,verified,drop_recency,,,8,0.354167,0.303125,0.489583,0.265104,0.35,0.35,0.75,0.984375,0.975,0.0125,0.629166,0.000655634,0.745036,0.729722,8,0,54.6982,12,206.125,152,0.201532,0.179129,0.16099,0.128192,0.106904,0.106904,0.106904,0.0265165,0.0255883,0.0267261,0.217078,0.0012144,0.135607,0.145668,0,0,0.406216,0,40.706,0
ablation,none,quarantine,full,,,8,0.0583333,0.0604167,0.0765625,0.025,,,,0.953125,0.948958,0.034375,0.9125,0.00331565,0.768398,,,1,54.6964,12,197.625,153.75,0.108012,0.107183,0.115447,0.0584184,,,,0.0525043,0.0544521,0.0498883,0.122069,0.00937807,0.341923,,,0,0.393939,0,36.6097,3.53553
ablation,none,quarantine,no_cascade,,,8,0.0583333,0.0604167,0.0765625,0.025,,,,0.95625,0.952083,0.03125,0.916667,0,0.786255,,,1,54.6964,12,198,153.75,0.108012,0.107183,0.115447,0.0584184,,,,0.0546907,0.0568258,0.0513218,0.124722,0,0.3338,,,0,0.393939,0,36.7696,3.53553
ablation,none,quarantine,no_retraction,,,8,0.0583333,0.0604167,0.0765625,0.025,,,,0.953125,0.948958,0.034375,0.9125,0.00331565,0.768398,,,1,54.6964,12,197.625,153.75,0.108012,0.107183,0.115447,0.0584184,,,,0.0525043,0.0544521,0.0498883,0.122069,0.00937807,0.341923,,,0,0.393939,0,36.6097,3.53553
ablation,none,quarantine,no_audit,,,8,0.0583333,0.0604167,0.0765625,0.025,,,,0.95625,0.951042,0.03125,0.9125,0.00234585,0.768398,,,1,54.6956,12,196.5,153.75,0.108012,0.107183,0.115447,0.0584184,,,,0.0546907,0.0558907,0.0513218,0.122069,0.00663507,0.341923,,,0,0.393603,0,37.0405,3.53553
ablation,forged_meta,quarantine,full,,,8,0.0624999,0.0708333,0.128646,0.0348958,0.0458334,0.0458334,0.0875,0.95,0.938542,0.040625,0.929167,0.0300918,0.307982,0.11413,2.375,0.75,54.6982,12,202.5,179.5,0.118773,0.134075,0.249219,0.0860259,0.129636,0.129636,0.247487,0.0550973,0.0594181,0.051647,0.11607,0.0181503,0.287374,0.322809,3.62284,0.46291,0.376957,0,38.2511,10.351
ablation,forged_meta,quarantine,no_cascade,,,8,0.120833,0.145313,0.431771,0.119271,0.279167,0.279167,0.5125,0.978125,0.971875,0.009375,0.854167,0,0.77174,0.736481,6,0.375,54.7007,12,200.5,180.75,0.114,0.115178,0.166368,0.0777261,0.105315,0.105315,0.168972,0.0431722,0.054178,0.0129387,0.13562,0,0.124796,0.149264,2.87849,0.517549,0.403149,0,37.7018,12.4642
