experiment,scenario,strategy,variant,param,value,n_seeds,asr_final_mean,asr_post_mean_mean,false_retrieval_rate_mean,answer_flip_rate_mean,propagation_final_mean,propagation_peak_mean,exposure_final_mean,clean_accuracy_final_mean,clean_accuracy_mean_mean,clean_unknown_final_mean,target_accuracy_final_mean,fp_reject_rate_mean,fn_accept_rate_mean,fn_accept_injected_mean,recovery_rounds_mean,recovered_mean,context_tokens_per_query_mean,scored_per_query_mean,verifier_lookups_mean,messages_mean,asr_final_sd,asr_post_mean_sd,false_retrieval_rate_sd,answer_flip_rate_sd,propagation_final_sd,propagation_peak_sd,exposure_final_sd,clean_accuracy_final_sd,clean_accuracy_mean_sd,clean_unknown_final_sd,target_accuracy_final_sd,fp_reject_rate_sd,fn_accept_rate_sd,fn_accept_injected_sd,recovery_rounds_sd,recovered_sd,context_tokens_per_query_sd,scored_per_query_sd,verifier_lookups_sd,messages_sd
ablation,forged_meta,quarantine,no_retraction,,,8,0.0624999,0.0708333,0.128646,0.0348958,0.0458334,0.0458334,0.0875,0.95,0.938542,0.040625,0.929167,0.0300918,0.307982,0.11413,2.375,0.75,54.6982,12,202.5,179.5,0.118773,0.134075,0.249219,0.0860259,0.129636,0.129636,0.247487,0.0550973,0.0594181,0.051647,0.11607,0.0181503,0.287374,0.322809,3.62284,0.46291,0.376957,0,38.2511,10.351
ablation,forged_meta,quarantine,no_audit,,,8,0.0666666,0.0802084,0.140625,0.0427083,0.0458334,0.0458334,0.0875,0.959375,0.94375,0.03125,0.929167,0.0273832,0.307949,0.11413,3.125,0.625,54.6991,12,199.375,174.5,0.118187,0.132676,0.244855,0.0849471,0.129636,0.129636,0.247487,0.0351971,0.0458063,0.0258775,0.11607,0.0143929,0.285553,0.322809,4.05101,0.517549,0.379098,0,37.7016,5.97614
ablation,sybil,quarantine,full,,,8,0.1125,0.111458,0.135417,0.0703125,0.0625,0.0625,0.104167,0.95,0.945833,0.0375,0.858334,0.00461099,0.214853,0.114583,2.375,0.75,54.6955,12,209.625,217.625,0.255068,0.240512,0.253272,0.180806,0.176777,0.176777,0.294628,0.05,0.051755,0.0481812,0.254328,0.00956842,0.295089,0.324091,3.62284,0.46291,0.394778,0,36.2016,16.5697
ablation,sybil,quarantine,no_cascade,,,8,0.325,0.307292,0.477083,0.265625,0.333333,0.333333,0.566667,0.978125,0.975,0.009375,0.658333,0.00129534,0.742744,0.726843,8,0,54.7016,12,209.125,230.75,0.201384,0.190495,0.164706,0.145412,0.108379,0.108379,0.177281,0.0339051,0.0356347,0.0129387,0.21063,0.00366377,0.135653,0.145824,0,0,0.407382,0,38.1667,33.5676
ablation,sybil,quarantine,no_retraction,,,8,0.1125,0.111458,0.135417,0.0703125,0.0625,0.0625,0.104167,0.95,0.945833,0.0375,0.858334,0.00461099,0.214853,0.114583,2.375,0.75,54.6955,12,209.625,217.625,0.255068,0.240512,0.253272,0.180806,0.176777,0.176777,0.294628,0.05,0.051755,0.0481812,0.254328,0.00956842,0.295089,0.324091,3.62284,0.46291,0.394778,0,36.2016,16.5697
ablation,sybil,quarantine,no_audit,,,8,0.1125,0.120312,0.144792,0.0791667,0.0625,0.0625,0.104167,0.953125,0.947917,0.034375,0.858334,0.00364119,0.214853,0.114583,2.875,0.75,54.6947,12,206.875,212,0.255068,0.237363,0.25076,0.177435,0.176777,0.176777,0.294628,0.0525043,0.0534059,0.0498883,0.254328,0.00710646,0.295089,0.324091,3.27054,0.46291,0.394441,0,35.9819,12.5357
ablation,sybil_evasive,quarantine,full,,,8,0.658333,0.552083,0.832292,0.532292,0.595834,0.595834,0.9875,0.971875,0.963542,0.015625,0.341667,0.0045305,0.989499,1,8,0,54.7996,12,190,155.75,0.155073,0.12156,0.0334632,0.121983,0.0330343,0.0330343,0.0172515,0.0364434,0.0436294,0.0351971,0.155073,0.0100782,0.0120687,0,0,0,0.46139,0,35.5849,3.53553
ablation,sybil_evasive,quarantine,no_cascade,,,8,0.658333,0.554167,0.831771,0.535417,0.595834,0.595834,0.9875,0.965625,0.957292,0.015625,0.341667,0.000959079,0.990907,1,8,0,54.8016,12,191.5,155.75,0.155073,0.121662,0.0338456,0.122576,0.0330343,0.0330343,0.0172515,0.0441942,0.0490864,0.0351971,0.155073,0.00271268,0.00880601,0,0,0,0.465056,0,35.8369,3.53553
ablation,sybil_evasive,quarantine,no_retraction,,,8,0.658333,0.552083,0.832292,0.532292,0.595834,0.595834,0.9875,0.971875,0.963542,0.015625,0.341667,0.0045305,0.989499,1,8,0,54.7996,12,190,155.75,0.155073,0.12156,0.0334632,0.121983,0.0330343,0.0330343,0.0172515,0.0364434,0.0436294,0.0351971,0.155073,0.0100782,0.0120687,0,0,0,0.46139,0,35.5849,3.53553
ablation,sybil_evasive,quarantine,no_audit,,,8,0.658333,0.559375,0.828646,0.539583,0.591667,0.591667,0.983334,0.971875,0.963542,0.015625,0.341667,0.00375238,0.989442,1,8,0,54.7963,12,186,155.75,0.155073,0.123156,0.0372969,0.124344,0.0345032,0.0345032,0.0178172,0.0364434,0.0436294,0.0351971,0.155073,0.00797844,0.0122085,0,0,0,0.455151,0,35.5407,3.53553
coverage,forged_meta,verified,default,verifier_coverage,0.0,8,0.208333,0.246875,0.711458,0.201042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.791667,0,1,1,8,0,54.6982,12,0,152,0.0830948,0.110526,0.0730823,0.0631807,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0830947,0,0,0,0,0,0.404929,0,0,0
coverage,forged_meta,verified,default,verifier_coverage,0.25,8,0.2,0.224479,0.616667,0.181771,0.395833,0.395833,0.795833,0.965625,0.965625,0.021875,0.795833,0,0.918374,0.925729,8,0,54.7013,12,99.625,152,0.0872871,0.124033,0.0959495,0.0692195,0.0628362,0.0628362,0.0628362,0.0399497,0.0399497,0.0311606,0.0862581,0,0.0430542,0.0308333,0,0,0.408217,0,31.1445,0
coverage,forged_meta,verified,default,verifier_coverage,0.5,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
coverage,forged_meta,verified,default,verifier_coverage,0.75,8,0.0583333,0.0729167,0.2375,0.0697917,0.1375,0.1375,0.5375,0.971875,0.969792,0.015625,0.9,0,0.49346,0.447222,4.125,0.625,54.6947,12,279.5,152,0.0830948,0.0734969,0.161712,0.0695704,0.101477,0.101477,0.101477,0.041052,0.0440819,0.0296934,0.116837,0,0.270512,0.259725,3.79614,0.517549,0.401923,0,31.4688,0
coverage,forged_meta,verified,default,verifier_coverage,1.0,8,0,0,0,0,0,0,0.4,0.96875,0.9625,0.03125,0.958333,0,0,0,0,1,54.707,12,399.75,152,0,0,0,0,0,0,0,0.0395285,0.0420223,0.0395285,0.0584182,0,0,0,0,0,0.375003,0,8.41342,0
coverage,forged_meta,quarantine,default,verifier_coverage,0.0,8,0.208333,0.246875,0.711458,0.201042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.791667,0,1,1,8,0,54.6982,12,0,152,0.0830948,0.110526,0.0730823,0.0631807,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0830947,0,0,0,0,0,0.404929,0,0,0
coverage,forged_meta,quarantine,default,verifier_coverage,0.25,8,0.220833,0.257813,0.635417,0.204167,0.395833,0.395833,0.7375,0.975,0.972917,0.0125,0.775,0.00372629,0.915253,0.92581,8,0,54.7004,12,101,163.875,0.0871734,0.101927,0.102957,0.0585877,0.0602573,0.0602573,0.0700056,0.0443203,0.0470877,0.0188982,0.0886405,0.0105395,0.0510602,0.0305977,0,0,0.406989,0,32.0669,5.93867
coverage,forged_meta,quarantine,default,verifier_coverage,0.5,8,0.0624999,0.0708333,0.128646,0.0348958,0.0458334,0.0458334,0.0875,0.95,0.938542,0.040625,0.929167,0.0300918,0.307982,0.11413,2.375,0.75,54.6982,12,202.5,179.5,0.118773,0.134075,0.249219,0.0860259,0.129636,0.129636,0.247487,0.0550973,0.0594181,0.051647,0.11607,0.0181503,0.287374,0.322809,3.62284,0.46291,0.376957,0,38.2511,10.351
coverage,forged_meta,quarantine,default,verifier_coverage,0.75,8,0.0291667,0.0322917,0.0395834,0.0229167,0,0,0,0.965625,0.963542,0.025,0.933333,0.0227805,0.185651,0,2,0.75,54.6895,12,283.125,197.625,0.0602575,0.063063,0.0734294,0.0489979,0,0,0,0.0421255,0.0424772,0.0327327,0.11127,0.00924237,0.120655,0,3.70328,0.46291,0.369946,0,31.2841,11.4759
coverage,forged_meta,quarantine,default,verifier_coverage,1.0,8,0,0,0,0,0,0,0,0.9375,0.929167,0.0625,0.933333,0.0106261,0,0,0,1,54.6897,12,394.125,213.25,0,0,0,0,0,0,0,0.0626783,0.0622017,0.0626783,0.0890871,0.0125476,0,0,0,0,0.361415,0,14.5252,5.17549
coverage,sybil_evasive,verified,default,verifier_coverage,0.0,8,0.575,0.515104,0.841146,0.461979,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.425,0.00159039,1,1,8,0,54.6972,12,0,152,0.163056,0.156885,0.0374297,0.0998868,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.163056,0.00302707,0,0,0,0,0.406876,0,0,0
coverage,sybil_evasive,verified,default,verifier_coverage,0.25,8,0.529167,0.471354,0.807813,0.448958,0.5875,0.5875,0.9875,0.965625,0.961458,0.0125,0.470833,0,0.99212,1,8,0,54.6727,12,97.25,152,0.233291,0.153827,0.0364222,0.154315,0.0172515,0.0172515,0.0172515,0.0625892,0.0602471,0.0267261,0.233291,0,0.00923078,0,0,0,0.628497,0,30.7977,0
coverage,sybil_evasive,verified,default,verifier_coverage,0.5,8,0.670833,0.536979,0.819271,0.521354,0.591667,0.591667,0.9875,0.95625,0.947917,0.025,0.329167,0.00128042,0.990595,1,8,0,54.7998,12,186.875,152,0.18382,0.121221,0.0329545,0.121262,0.0154302,0.0154302,0.0172515,0.0513218,0.0550523,0.0400892,0.18382,0.00273501,0.00873722,0,0,0,0.46854,0,37.0191,0
coverage,sybil_evasive,verified,default,verifier_coverage,0.75,8,0.595834,0.496354,0.823438,0.461458,0.595833,0.595833,0.995833,0.965625,0.955208,0.034375,0.404166,0.000959079,0.982236,1,8,0,54.9586,12,260.375,152,0.149536,0.0986879,0.0365919,0.132395,0.011785,0.011785,0.011785,0.0480652,0.0577242,0.0480652,0.149536,0.00271268,0.00973347,0,0,0,0.678147,0,25.895,0
coverage,sybil_evasive,quarantine,default,verifier_coverage,0.0,8,0.575,0.515104,0.841146,0.461979,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.425,0.00159039,1,1,8,0,54.6972,12,0,152,0.163056,0.156885,0.0374297,0.0998868,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.163056,0.00302707,0,0,0,0,0.406876,0,0,0
coverage,sybil_evasive,quarantine,default,verifier_coverage,0.25,8,0.554167,0.492188,0.823438,0.471354,0.583333,0.583333,0.983334,0.971875,0.969792,0.00625,0.445833,0.00391737,0.99131,1,8,0,54.6756,12,98.125,155.125,0.236333,0.149709,0.0375288,0.15713,0.0178172,0.0178172,0.0178172,0.0604115,0.0595848,0.0115728,0.236333,0.01108,0.0116128,0,0,0,0.628854,0,31.1377,3.72012
coverage,sybil_evasive,quarantine,default,verifier_coverage,0.5,8,0.658333,0.552083,0.832292,0.532292,0.595834,0.595834,0.9875,0.971875,0.963542,0.015625,0.341667,0.0045305,0.989499,1,8,0,54.7996,12,190,155.75,0.155073,0.12156,0.0334632,0.121983,0.0330343,0.0330343,0.0172515,0.0364434,0.0436294,0.0351971,0.155073,0.0100782,0.0120687,0,0,0,0.46139,0,35.5849,3.53553
coverage,sybil_evasive,quarantine,default,verifier_coverage,0.75,8,0.608333,0.508333,0.814584,0.467187,0.579167,0.579167,0.979167,0.990625,0.980208,0.009375,0.391667,0.00578182,0.981089,1,8,0,54.9488,12,267.25,158.25,0.156093,0.127786,0.037862,0.144173,0.0353553,0.0353553,0.0353553,0.0129387,0.0247758,0.0129387,0.156093,0.00933926,0.0115524,0,0,0,0.677962,0,26.1957,4.43203
coverage,forged_meta,verified,noise,verifier_noise,0.0,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
coverage,forged_meta,verified,noise,verifier_noise,0.1,8,0.15,0.174479,0.461458,0.149479,0.3375,0.3375,0.7375,0.946875,0.944792,0.05,0.808333,0.0514058,0.771586,0.746127,6.625,0.375,54.6941,12,187,152,0.116837,0.0884567,0.111019,0.0737138,0.101477,0.101477,0.101477,0.058915,0.0639224,0.0582482,0.116497,0.0133577,0.127735,0.144625,2.19984,0.517549,0.415966,0,35.424,0
coverage,forged_meta,verified,noise,verifier_noise,0.2,8,0.158333,0.185417,0.467708,0.152083,0.304167,0.304167,0.704167,0.909375,0.902083,0.08125,0.783333,0.0939214,0.799932,0.785716,7.125,0.25,54.6948,12,178.375,152,0.131837,0.125614,0.112616,0.0913956,0.057563,0.057563,0.057563,0.0533477,0.0520894,0.0593867,0.158365,0.0230222,0.110993,0.113809,1.80772,0.46291,0.419361,0,32.68,0
coverage,forged_meta,quarantine,noise,verifier_noise,0.0,8,0.0624999,0.0708333,0.128646,0.0348958,0.0458334,0.0458334,0.0875,0.95,0.938542,0.040625,0.929167,0.0300918,0.307982,0.11413,2.375,0.75,54.6982,12,202.5,179.5,0.118773,0.134075,0.249219,0.0860259,0.129636,0.129636,0.247487,0.0550973,0.0594181,0.051647,0.11607,0.0181503,0.287374,0.322809,3.62284,0.46291,0.376957,0,38.2511,10.351
coverage,forged_meta,quarantine,noise,verifier_noise,0.1,8,0.0375,0.0411458,0.0760417,0.0265625,0.0166666,0.0166666,0.0416667,0.84375,0.839583,0.146875,0.85,0.180714,0.23291,0.0799279,1.625,0.875,54.6413,11.995,173,265.75,0.0805486,0.0779333,0.109715,0.0518477,0.0471403,0.0471403,0.105032,0.128,0.130228,0.127081,0.108379,0.0564659,0.197734,0.196838,2.82527,0.353553,0.347466,0.0141421,34.2387,18.8509
coverage,forged_meta,quarantine,noise,verifier_noise,0.2,8,0.104167,0.0942708,0.107292,0.0505208,0.0416666,0.0416666,0.0833332,0.690625,0.689583,0.30625,0.654167,0.358668,0.190297,0.112963,5,0.375,54.6162,11.9875,149.625,318.875,0.140788,0.113103,0.123217,0.0743168,0.0811621,0.0811621,0.149071,0.164717,0.162919,0.164072,0.11944,0.0606644,0.145184,0.169598,4.14039,0.517549,0.365347,0.0183225,21.7974,26.0408
