experiment,scenario,strategy,variant,param,value,seed,asr_final,asr_post_mean,false_retrieval_rate,answer_flip_rate,exposure_final,propagation_final,propagation_peak,honest_relay_fraction,clean_accuracy_final,clean_accuracy_mean,clean_unknown_final,target_accuracy_final,fp_reject_rate,fn_accept_rate,fn_accept_injected,recovery_rounds,recovered,context_tokens_per_query,scored_per_query,verifier_lookups,messages,n_honest
strategies,none,naive,default,,,1000,0.166667,0.225,0.333333,0.0333333,,,,,1,0.983333,0,0.833333,0,1,,,1,36.4786,3,0,150,5
strategies,none,naive,default,,,1001,0.166667,0.1375,0.304167,0.00416667,,,,,1,1,0,0.833333,0,1,,,1,36.4857,3,0,150,5
strategies,none,naive,default,,,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0,1,,,1,37.0386,3,0,150,5
strategies,none,naive,default,,,1003,0,0.0375,0.166667,0,,,,,0.85,0.85,0.05,1,0,1,,,1,36.8071,3,0,150,5
strategies,none,naive,default,,,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,35.9629,3,0,150,5
strategies,none,naive,default,,,1005,0,0.0208333,0.145833,0,,,,,0.875,0.875,0.125,1,0,1,,,1,36.9129,3,0,150,5
strategies,none,naive,default,,,1006,0,0,0,0,,,,,1,1,0,0.966667,0,1,,,1,37.2129,3,0,150,5
strategies,none,naive,default,,,1007,0,0,0,0,,,,,1,1,0,1,0,1,,,1,36.6429,3,0,150,5
strategies,none,confidence,default,,,1000,0.133333,0.191667,0.333333,0,,,,,1,0.983333,0,0.866667,0,1,,,1,39.4786,12,0,150,5
strategies,none,confidence,default,,,1001,0.3,0.3,0.304167,0.166667,,,,,1,1,0,0.7,0,1,,,1,39.4857,12,0,150,5
strategies,none,confidence,default,,,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0,1,,,1,40.0386,12,0,150,5
strategies,none,confidence,default,,,1003,0,0.0375,0.166667,0,,,,,0.85,0.85,0.05,1,0,1,,,1,39.8071,12,0,150,5
strategies,none,confidence,default,,,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,38.9629,12,0,150,5
strategies,none,confidence,default,,,1005,0,0.0208333,0.145833,0,,,,,0.875,0.875,0.125,1,0,1,,,1,39.9129,12,0,150,5
strategies,none,confidence,default,,,1006,0,0,0,0,,,,,1,1,0,0.966667,0,1,,,1,40.2129,12,0,150,5
strategies,none,confidence,default,,,1007,0,0,0,0,,,,,1,1,0,1,0,1,,,1,39.6429,12,0,150,5
strategies,none,provenance,default,,,1000,0.2,0.233333,0.333333,0.0416667,,,,,1,0.983333,0,0.8,0,1,,,1,51.4786,12,0,150,5
strategies,none,provenance,default,,,1001,0.3,0.3,0.304167,0.166667,,,,,1,1,0,0.7,0,1,,,1,51.4857,12,0,150,5
strategies,none,provenance,default,,,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0,1,,,1,52.0386,12,0,150,5
strategies,none,provenance,default,,,1003,0.0333333,0.0625,0.166667,0.025,,,,,0.875,0.866667,0.05,0.966667,0,1,,,1,51.8071,12,0,150,5
strategies,none,provenance,default,,,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,50.9629,12,0,150,5
strategies,none,provenance,default,,,1005,0.0333333,0.0541667,0.145833,0.0333333,,,,,0.875,0.875,0.125,0.966667,0,1,,,1,51.9129,12,0,150,5
strategies,none,provenance,default,,,1006,0,0,0,0,,,,,1,1,0,0.966667,0,1,,,1,52.2129,12,0,150,5
strategies,none,provenance,default,,,1007,0,0,0,0,,,,,1,1,0,1,0,1,,,1,51.6429,12,0,150,5
strategies,none,verified,default,,,1000,0.0666667,0.0833333,0.166667,0.0166667,,,,,0.95,0.933333,0.05,0.8,0,0.909091,,,1,54.4829,12,117,150,5
strategies,none,verified,default,,,1001,0.3,0.3,0.304167,0.166667,,,,,1,1,0,0.7,0,1,,,1,54.4857,12,223,150,5
strategies,none,verified,default,,,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0,0,,,1,55.04,12,233,150,5
strategies,none,verified,default,,,1003,0,0,0,0,,,,,1,1,0,1,0,0.714286,,,1,54.8257,12,212,150,5
strategies,none,verified,default,,,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,53.9629,12,209,150,5
strategies,none,verified,default,,,1005,0.0333333,0.0541667,0.145833,0.0333333,,,,,0.875,0.875,0.125,0.966667,0,1,,,1,54.9129,12,157,150,5
strategies,none,verified,default,,,1006,0,0,0,0,,,,,1,1,0,1,0,0.833333,,,1,55.2257,12,215,150,5
strategies,none,verified,default,,,1007,0,0,0,0,,,,,1,1,0,1,0,0.8,,,1,54.6429,12,204,150,5
strategies,none,quarantine,default,,,1000,0.133333,0.129167,0.1625,0,,,,,0.975,0.958333,0.025,0.733333,0,0.909091,,,1,54.4843,12,127,155,5
strategies,none,quarantine,default,,,1001,0.3,0.3,0.304167,0.166667,,,,,1,1,0,0.7,0,1,,,1,54.4857,12,224,150,5
strategies,none,quarantine,default,,,1002,0,0,0,0,,,,,0.9,0.883333,0.1,1,0,0,,,1,55.0229,12,240,155,5
strategies,none,quarantine,default,,,1003,0,0,0,0,,,,,0.975,0.975,0.025,0.966667,0.0265252,0.571429,,,1,54.83,12,210,160,5
strategies,none,quarantine,default,,,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,53.9629,12,210,150,5
strategies,none,quarantine,default,,,1005,0.0333333,0.0541667,0.145833,0.0333333,,,,,0.875,0.875,0.125,0.966667,0,1,,,1,54.9129,12,160,150,5
strategies,none,quarantine,default,,,1006,0,0,0,0,,,,,1,1,0,0.966667,0,0.833333,,,1,55.23,12,199,155,5
strategies,none,quarantine,default,,,1007,0,0,0,0,,,,,1,1,0,0.966667,0,0.833333,,,1,54.6429,12,211,155,5
strategies,plain,naive,default,,,1000,0.233333,0.333333,0.795833,0.179167,0.833333,0.433333,0.433333,0.52,1,1,0,0.766667,0,1,1,8,0,36.4757,3,0,152,5
strategies,plain,naive,default,,,1001,0.266667,0.295833,0.804167,0.158333,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.733333,0,1,1,8,0,36.4829,3,0,152,5
strategies,plain,naive,default,,,1002,0,0.0166667,0.708333,0.0166667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,1,0,1,1,2,1,37.1186,3,0,152,5
strategies,plain,naive,default,,,1003,0,0.05,0.6625,0.00833333,0.833333,0.433333,0.433333,0.52,0.8,0.808333,0.075,1,0,1,1,3,1,36.7986,3,0,152,5
strategies,plain,naive,default,,,1004,0,0.0916667,0.7625,0.0833333,0.9,0.5,0.5,0.555556,0.9,0.891667,0,1,0,1,1,6,1,35.95,3,0,152,5
strategies,plain,naive,default,,,1005,0.133333,0.133333,0.708333,0.108333,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.866667,0,1,1,8,0,36.9129,3,0,152,5
strategies,plain,naive,default,,,1006,0.0333333,0.0625,0.595833,0.0625,0.733333,0.333333,0.333333,0.454545,1,1,0,0.966667,0,1,1,6,1,37.2043,3,0,152,5
strategies,plain,naive,default,,,1007,0.1,0.108333,0.654167,0.108333,0.8,0.4,0.4,0.5,1,1,0,0.9,0,1,1,8,0,36.6429,3,0,152,5
strategies,plain,confidence,default,,,1000,0.3,0.391667,0.795833,0.2375,0.833333,0.433333,0.433333,0.52,1,1,0,0.7,0,1,1,8,0,39.4757,12,0,152,5
strategies,plain,confidence,default,,,1001,0.366667,0.404167,0.804167,0.266667,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.633333,0,1,1,8,0,39.4829,12,0,152,5
strategies,plain,confidence,default,,,1002,0.0666667,0.0666667,0.708333,0.0666667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,0.933333,0,1,1,8,0,40.1186,12,0,152,5
strategies,plain,confidence,default,,,1003,0.1,0.154167,0.6625,0.1125,0.833333,0.433333,0.433333,0.52,0.8,0.808333,0.075,0.9,0,1,1,8,0,39.7986,12,0,152,5
strategies,plain,confidence,default,,,1004,0.2,0.2625,0.7625,0.254167,0.9,0.5,0.5,0.555556,0.9,0.891667,0,0.8,0,1,1,8,0,38.95,12,0,152,5
strategies,plain,confidence,default,,,1005,0.0666667,0.104167,0.708333,0.0791667,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.933333,0,1,1,8,0,39.9129,12,0,152,5
strategies,plain,confidence,default,,,1006,0.133333,0.1125,0.595833,0.1125,0.733333,0.333333,0.333333,0.454545,1,1,0,0.866667,0,1,1,8,0,40.2043,12,0,152,5
strategies,plain,confidence,default,,,1007,0.2,0.166667,0.654167,0.166667,0.8,0.4,0.4,0.5,1,1,0,0.8,0,1,1,8,0,39.6429,12,0,152,5
strategies,plain,provenance,default,,,1000,0.2,0.216667,0.333333,0.0625,0.4,0,0,0,1,1,0,0.8,0,0.555556,0,8,0,51.48,12,0,152,5
strategies,plain,provenance,default,,,1001,0.3,0.304167,0.329167,0.166667,0.4,0,0,0,0.95,0.95,0.05,0.7,0,0.555556,0,8,0,51.4829,12,0,152,5
strategies,plain,provenance,default,,,1002,0,0,0,0,0.4,0,0,0,0.925,0.925,0.075,1,0,0.294118,0,0,1,52.0771,12,0,152,5
strategies,plain,provenance,default,,,1003,0.0333333,0.0625,0.166667,0.0125,0.4,0,0,0,0.825,0.841667,0.075,0.966667,0,0.555556,0,3,1,51.7986,12,0,152,5
strategies,plain,provenance,default,,,1004,0,0,0,0,0.4,0,0,0,0.9,0.891667,0,1,0,0.294118,0,0,1,50.9614,12,0,152,5
strategies,plain,provenance,default,,,1005,0.0333333,0.0583333,0.145833,0.0333333,0.4,0,0,0,0.95,0.95,0.05,0.966667,0,0.294118,0,3,1,51.9129,12,0,152,5
strategies,plain,provenance,default,,,1006,0,0,0,0,0.4,0,0,0,1,1,0,0.966667,0,0.454545,0,0,1,52.2071,12,0,152,5
strategies,plain,provenance,default,,,1007,0,0,0,0,0.4,0,0,0,1,1,0,1,0,0.454545,0,0,1,51.6429,12,0,152,5
strategies,plain,verified,default,,,1000,0.1,0.104167,0.166667,0.05,0.4,0,0,0,1,1,0,0.766667,0,0.434783,0,8,0,54.4857,12,132,152,5
strategies,plain,verified,default,,,1001,0.3,0.304167,0.329167,0.166667,0.4,0,0,0,0.95,0.95,0.05,0.7,0,0.555556,0,8,0,54.4829,12,227,152,5
strategies,plain,verified,default,,,1002,0,0,0,0,0.4,0,0,0,0.925,0.908333,0.075,1,0,0,0,0,1,55.0786,12,247,152,5
strategies,plain,verified,default,,,1003,0,0,0,0,0.4,0,0,0,1,1,0,1,0,0.263158,0,0,1,54.81,12,214,152,5
strategies,plain,verified,default,,,1004,0,0,0,0,0.4,0,0,0,0.9,0.891667,0,1,0,0.294118,0,0,1,53.9614,12,214,152,5
strategies,plain,verified,default,,,1005,0.0333333,0.0583333,0.145833,0.0333333,0.4,0,0,0,0.95,0.95,0.05,0.966667,0,0.294118,0,3,1,54.9129,12,154,152,5
strategies,plain,verified,default,,,1006,0,0,0,0,0.4,0,0,0,1,1,0,0.966667,0,0.277778,0,0,1,55.2143,12,203,152,5
strategies,plain,verified,default,,,1007,0,0,0,0,0.4,0,0,0,1,1,0,1,0,0.235294,0,0,1,54.6429,12,203,152,5
strategies,plain,quarantine,default,,,1000,0.133333,0.129167,0.1625,0,0,0,0,,0.975,0.958333,0.025,0.733333,0,0.434783,0,8,0,54.4843,12,131,177,5
strategies,plain,quarantine,default,,,1001,0.2,0.291667,0.325,0.166667,0.333333,0,0,0,1,0.983333,0,0.8,0,0.555556,0,8,0,54.4857,12,228,162,5
strategies,plain,quarantine,default,,,1002,0,0,0,0,0,0,0,,0.9,0.883333,0.1,1,0,0,0,0,1,55.0229,12,244,177,5
strategies,plain,quarantine,default,,,1003,0,0,0,0,0,0,0,,0.975,0.975,0.025,0.966667,0.0265252,0.210526,0,0,1,54.83,12,216,192,5
strategies,plain,quarantine,default,,,1004,0,0,0,0,0,0,0,,0.9,0.9,0,1,0,0.294118,0,0,1,53.9629,12,218,192,5
strategies,plain,quarantine,default,,,1005,0.0333333,0.0541667,0.145833,0.0333333,0,0,0,,0.875,0.875,0.125,0.966667,0,0.294118,0,3,1,54.9129,12,164,172,5
strategies,plain,quarantine,default,,,1006,0,0,0,0,0,0,0,,1,1,0,0.966667,0,0.277778,0,0,1,55.23,12,205,187,5
strategies,plain,quarantine,default,,,1007,0,0,0,0,0,0,0,,1,1,0,0.966667,0,0.277778,0,0,1,54.6429,12,215,177,5
strategies,forged_meta,naive,default,,,1000,0.233333,0.333333,0.795833,0.179167,0.833333,0.433333,0.433333,0.52,1,1,0,0.766667,0,1,1,8,0,36.4757,3,0,152,5
strategies,forged_meta,naive,default,,,1001,0.266667,0.295833,0.804167,0.158333,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.733333,0,1,1,8,0,36.4829,3,0,152,5
strategies,forged_meta,naive,default,,,1002,0,0.0166667,0.708333,0.0166667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,1,0,1,1,2,1,37.1186,3,0,152,5
strategies,forged_meta,naive,default,,,1003,0,0.05,0.6625,0.00833333,0.833333,0.433333,0.433333,0.52,0.8,0.808333,0.075,1,0,1,1,3,1,36.7986,3,0,152,5
strategies,forged_meta,naive,default,,,1004,0,0.0916667,0.7625,0.0833333,0.9,0.5,0.5,0.555556,0.9,0.891667,0,1,0,1,1,6,1,35.95,3,0,152,5
strategies,forged_meta,naive,default,,,1005,0.133333,0.133333,0.708333,0.108333,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.866667,0,1,1,8,0,36.9129,3,0,152,5
strategies,forged_meta,naive,default,,,1006,0.0333333,0.0625,0.595833,0.0625,0.733333,0.333333,0.333333,0.454545,1,1,0,0.966667,0,1,1,6,1,37.2043,3,0,152,5
strategies,forged_meta,naive,default,,,1007,0.1,0.108333,0.654167,0.108333,0.8,0.4,0.4,0.5,1,1,0,0.9,0,1,1,8,0,36.6429,3,0,152,5
strategies,forged_meta,confidence,default,,,1000,0.3,0.391667,0.795833,0.2375,0.833333,0.433333,0.433333,0.52,1,1,0,0.7,0,1,1,8,0,39.4757,12,0,152,5
strategies,forged_meta,confidence,default,,,1001,0.366667,0.404167,0.804167,0.266667,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.633333,0,1,1,8,0,39.4829,12,0,152,5
strategies,forged_meta,confidence,default,,,1002,0.0666667,0.0666667,0.708333,0.0666667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,0.933333,0,1,1,8,0,40.1186,12,0,152,5
strategies,forged_meta,confidence,default,,,1003,0.266667,0.2625,0.6625,0.220833,0.833333,0.433333,0.433333,0.52,0.8,0.808333,0.075,0.733333,0,1,1,8,0,39.7986,12,0,152,5
strategies,forged_meta,confidence,default,,,1004,0.2,0.291667,0.7625,0.283333,0.9,0.5,0.5,0.555556,0.9,0.891667,0,0.8,0,1,1,8,0,38.95,12,0,152,5
strategies,forged_meta,confidence,default,,,1005,0.233333,0.270833,0.708333,0.245833,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.766667,0,1,1,8,0,39.9129,12,0,152,5
strategies,forged_meta,confidence,default,,,1006,0.166667,0.175,0.595833,0.175,0.733333,0.333333,0.333333,0.454545,1,1,0,0.833333,0,1,1,8,0,40.2043,12,0,152,5
strategies,forged_meta,confidence,default,,,1007,0.333333,0.279167,0.654167,0.279167,0.8,0.4,0.4,0.5,1,1,0,0.666667,0,1,1,8,0,39.6429,12,0,152,5
strategies,forged_meta,provenance,default,,,1000,0.3,0.4125,0.795833,0.258333,0.833333,0.433333,0.433333,0.52,1,1,0,0.7,0,1,1,8,0,51.4757,12,0,152,5
strategies,forged_meta,provenance,default,,,1001,0.333333,0.375,0.804167,0.2375,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.666667,0,1,1,8,0,51.4829,12,0,152,5
strategies,forged_meta,provenance,default,,,1002,0.0666667,0.0666667,0.708333,0.0666667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,0.933333,0,1,1,8,0,52.1186,12,0,152,5
strategies,forged_meta,provenance,default,,,1003,0.2,0.225,0.6625,0.183333,0.833333,0.433333,0.433333,0.52,0.85,0.85,0.075,0.8,0,1,1,8,0,51.7986,12,0,152,5
strategies,forged_meta,provenance,default,,,1004,0.166667,0.245833,0.7625,0.2375,0.9,0.5,0.5,0.555556,0.9,0.891667,0,0.833333,0,1,1,8,0,50.95,12,0,152,5
strategies,forged_meta,provenance,default,,,1005,0.233333,0.275,0.708333,0.25,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.766667,0,1,1,8,0,51.9129,12,0,152,5
strategies,forged_meta,provenance,default,,,1006,0.166667,0.166667,0.595833,0.166667,0.733333,0.333333,0.333333,0.454545,1,1,0,0.833333,0,1,1,8,0,52.2043,12,0,152,5
strategies,forged_meta,provenance,default,,,1007,0.2,0.208333,0.654167,0.208333,0.8,0.4,0.4,0.5,1,1,0,0.8,0,1,1,8,0,51.6429,12,0,152,5
strategies,forged_meta,verified,default,,,1000,0.2,0.220833,0.579167,0.175,0.766667,0.366667,0.366667,0.478261,1,1,0,0.666667,0,0.852941,0.826087,8,0,54.4743,12,125,152,5
strategies,forged_meta,verified,default,,,1001,0.333333,0.3875,0.708333,0.25,0.866667,0.466667,0.466667,0.538462,0.95,0.95,0.05,0.666667,0,0.95122,0.923077,8,0,54.4829,12,224,152,5
strategies,forged_meta,verified,default,,,1002,0.0666667,0.0666667,0.466667,0.0666667,0.7,0.3,0.3,0.428571,0.925,0.925,0.075,0.933333,0,0.772727,0.809524,8,0,55.12,12,240,152,5
strategies,forged_meta,verified,default,,,1003,0.133333,0.104167,0.245833,0.104167,0.566667,0.166667,0.166667,0.294118,1,1,0,0.833333,0,0.583333,0.529412,8,0,54.8071,12,210,152,5
strategies,forged_meta,verified,default,,,1004,0,0.0333333,0.291667,0.0333333,0.6,0.2,0.2,0.333333,0.9,0.9,0,1,0,0.652174,0.555556,3,1,53.95,12,212,152,5
strategies,forged_meta,verified,default,,,1005,0.133333,0.175,0.491667,0.15,0.666667,0.266667,0.266667,0.4,0.95,0.95,0.05,0.866667,0,0.84,0.8,8,0,54.9129,12,157,152,5
strategies,forged_meta,verified,default,,,1006,0.0666667,0.075,0.308333,0.075,0.6,0.2,0.2,0.333333,1,1,0,0.933333,0,0.708333,0.666667,8,0,55.22,12,209,152,5
strategies,forged_meta,verified,default,,,1007,0.2,0.158333,0.3625,0.158333,0.6,0.2,0.2,0.333333,1,1,0,0.8,0,0.782609,0.777778,8,0,54.6429,12,206,152,5
strategies,forged_meta,quarantine,default,,,1000,0.133333,0.125,0.158333,0,0,0,0,,0.925,0.9,0.075,0.866667,0.0452128,0.434783,0,8,0,54.4843,12,125,177,5
strategies,forged_meta,quarantine,default,,,1001,0.333333,0.383333,0.720833,0.245833,0.7,0.366667,0.366667,0.52381,0.975,0.966667,0.025,0.666667,0,0.947368,0.913043,8,0,54.4857,12,220,162,5
strategies,forged_meta,quarantine,default,,,1002,0,0,0,0,0,0,0,,0.95,0.925,0.05,1,0.0184211,0,0,0,1,55.0343,12,240,177,5
strategies,forged_meta,quarantine,default,,,1003,0,0,0,0,0,0,0,,1,1,0,0.933333,0.0591398,0.166667,0,0,1,54.8171,12,209,192,5
strategies,forged_meta,quarantine,default,,,1004,0,0,0,0,0,0,0,,0.9,0.875,0.025,1,0.0374065,0.176471,0,0,1,54.0086,12,218,192,5
strategies,forged_meta,quarantine,default,,,1005,0.0333333,0.0583333,0.15,0.0333333,0,0,0,,0.85,0.85,0.15,0.966667,0.0255102,0.294118,0,3,1,54.9071,12,165,172,5
strategies,forged_meta,quarantine,default,,,1006,0,0,0,0,0,0,0,,1,1,0,1,0.0347395,0.166667,0,0,1,55.2029,12,229,187,5
strategies,forged_meta,quarantine,default,,,1007,0,0,0,0,0,0,0,,1,0.991667,0,1,0.0203046,0.277778,0,0,1,54.6457,12,214,177,5
strategies,sybil,naive,default,,,1000,0.5,0.554167,0.8625,0.379167,0.966667,0.566667,0.566667,0.485714,1,1,0,0.5,0,1,1,8,0,36.4686,3,0,152,5
strategies,sybil,naive,default,,,1001,0.833333,0.720833,0.891667,0.591667,0.966667,0.566667,0.566667,0.492958,1,1,0,0.166667,0,1,1,8,0,36.48,3,0,152,5
strategies,sybil,naive,default,,,1002,0.4,0.316667,0.795833,0.308333,1,0.6,0.6,0.485714,0.95,0.95,0.05,0.6,0,1,1,8,0,37.1157,3,0,152,5
strategies,sybil,naive,default,,,1003,0.5,0.4,0.883333,0.3625,1,0.6,0.6,0.532468,0.85,0.85,0.075,0.5,0,1,1,8,0,36.7971,3,0,152,5
strategies,sybil,naive,default,,,1004,0.5,0.491667,0.8375,0.479167,0.966667,0.566667,0.566667,0.532468,0.9,0.9,0,0.5,0,1,1,8,0,35.9486,3,0,152,5
strategies,sybil,naive,default,,,1005,0.266667,0.3125,0.833333,0.2875,1,0.6,0.6,0.560976,1,0.983333,0,0.733333,0,1,1,8,0,36.9129,3,0,152,5
strategies,sybil,naive,default,,,1006,0.433333,0.341667,0.8375,0.341667,1,0.6,0.6,0.513514,1,1,0,0.566667,0,1,1,8,0,37.2114,3,0,152,5
strategies,sybil,naive,default,,,1007,0.633333,0.520833,0.7875,0.520833,1,0.6,0.6,0.5,1,0.983333,0,0.366667,0,1,1,8,0,36.6429,3,0,152,5
strategies,sybil,confidence,default,,,1000,0.666667,0.666667,0.8625,0.491667,0.966667,0.566667,0.566667,0.485714,1,1,0,0.333333,0,1,1,8,0,39.4686,12,0,152,5
strategies,sybil,confidence,default,,,1001,0.9,0.816667,0.891667,0.6875,0.966667,0.566667,0.566667,0.492958,1,1,0,0.1,0,1,1,8,0,39.48,12,0,152,5
strategies,sybil,confidence,default,,,1002,0.433333,0.354167,0.795833,0.345833,1,0.6,0.6,0.485714,0.95,0.95,0.05,0.566667,0,1,1,8,0,40.1157,12,0,152,5
strategies,sybil,confidence,default,,,1003,0.6,0.5125,0.883333,0.475,1,0.6,0.6,0.532468,0.85,0.85,0.075,0.4,0,1,1,8,0,39.7971,12,0,152,5
strategies,sybil,confidence,default,,,1004,0.5,0.516667,0.8375,0.504167,0.966667,0.566667,0.566667,0.532468,0.9,0.9,0,0.5,0,1,1,8,0,38.9486,12,0,152,5
strategies,sybil,confidence,default,,,1005,0.433333,0.425,0.833333,0.4,1,0.6,0.6,0.560976,1,0.983333,0,0.566667,0,1,1,8,0,39.9129,12,0,152,5
strategies,sybil,confidence,default,,,1006,0.466667,0.3625,0.8375,0.3625,1,0.6,0.6,0.513514,1,1,0,0.533333,0,1,1,8,0,40.2114,12,0,152,5
strategies,sybil,confidence,default,,,1007,0.633333,0.529167,0.7875,0.529167,1,0.6,0.6,0.5,1,0.983333,0,0.366667,0,1,1,8,0,39.6429,12,0,152,5
strategies,sybil,provenance,default,,,1000,0.666667,0.679167,0.8625,0.504167,0.966667,0.566667,0.566667,0.485714,1,1,0,0.333333,0,1,1,8,0,51.4686,12,0,152,5
strategies,sybil,provenance,default,,,1001,0.9,0.804167,0.891667,0.645833,0.966667,0.566667,0.566667,0.492958,1,1,0,0.1,0.00767263,1,1,8,0,51.48,12,0,152,5
strategies,sybil,provenance,default,,,1002,0.433333,0.354167,0.795833,0.345833,1,0.6,0.6,0.485714,0.95,0.95,0.05,0.566667,0,1,1,8,0,52.1157,12,0,152,5
strategies,sybil,provenance,default,,,1003,0.6,0.483333,0.883333,0.445833,1,0.6,0.6,0.532468,0.85,0.85,0.075,0.4,0,1,1,8,0,51.7971,12,0,152,5
strategies,sybil,provenance,default,,,1004,0.5,0.504167,0.8375,0.483333,0.966667,0.566667,0.566667,0.532468,0.9,0.9,0,0.5,0.00505051,1,1,8,0,50.9486,12,0,152,5
strategies,sybil,provenance,default,,,1005,0.4,0.408333,0.833333,0.383333,1,0.6,0.6,0.560976,1,0.983333,0,0.6,0,1,1,8,0,51.9129,12,0,152,5
strategies,sybil,provenance,default,,,1006,0.466667,0.3625,0.8375,0.3625,1,0.6,0.6,0.513514,1,1,0,0.533333,0,1,1,8,0,52.2114,12,0,152,5
strategies,sybil,provenance,default,,,1007,0.633333,0.525,0.7875,0.525,1,0.6,0.6,0.5,1,0.983333,0,0.366667,0,1,1,8,0,51.6429,12,0,152,5
strategies,sybil,verified,default,,,1000,0.466667,0.391667,0.558333,0.3,0.8,0.4,0.4,0.389831,1,1,0,0.4,0.00268097,0.814286,0.79661,8,0,54.4743,12,129,152,5
strategies,sybil,verified,default,,,1001,0.733333,0.675,0.741667,0.508333,0.9,0.5,0.5,0.478261,1,0.966667,0,0.266667,0.00769231,0.928571,0.913043,8,0,54.48,12,222,152,5
strategies,sybil,verified,default,,,1002,0.4,0.295833,0.545833,0.291667,0.8,0.4,0.4,0.446154,0.925,0.925,0.075,0.6,0,0.80303,0.815385,8,0,55.1071,12,250,152,5
strategies,sybil,verified,default,,,1003,0.266667,0.195833,0.2625,0.195833,0.6,0.2,0.2,0.265306,1,0.966667,0,0.733333,0,0.535714,0.510204,8,0,54.8,12,226,152,5
strategies,sybil,verified,default,,,1004,0.166667,0.133333,0.291667,0.133333,0.6,0.2,0.2,0.294118,0.975,0.966667,0,0.833333,0,0.571429,0.529412,8,0,53.95,12,234,152,5
strategies,sybil,verified,default,,,1005,0.166667,0.241667,0.575,0.216667,0.8,0.4,0.4,0.419355,0.975,0.975,0.025,0.833333,0,0.820896,0.806452,8,0,54.9129,12,160,152,5
strategies,sybil,verified,default,,,1006,0.166667,0.145833,0.395833,0.145833,0.7,0.3,0.3,0.333333,1,1,0,0.833333,0,0.683333,0.666667,8,0,55.2186,12,219,152,5
strategies,sybil,verified,default,,,1007,0.466667,0.391667,0.545833,0.391667,0.8,0.4,0.4,0.4,1,1,0,0.533333,0,0.80303,0.8,8,0,54.6429,12,209,152,5
strategies,sybil,quarantine,default,,,1000,0.133333,0.129167,0.1625,0,0,0,0,,0.975,0.958333,0.025,0.733333,0,0.212766,0,8,0,54.4843,12,139,217,5
strategies,sybil,quarantine,default,,,1001,0.733333,0.695833,0.7375,0.516667,0.833333,0.5,0.5,0.545455,0.975,0.975,0.025,0.266667,0.0103627,0.931034,0.916667,8,0,54.48,12,227,182,5
strategies,sybil,quarantine,default,,,1002,0,0,0,0,0,0,0,,0.9,0.883333,0.1,1,0,0,0,0,1,55.0229,12,252,217,5
strategies,sybil,quarantine,default,,,1003,0,0,0,0,0,0,0,,0.975,0.975,0.025,0.966667,0.0265252,0.0930233,0,0,1,54.83,12,224,232,5
strategies,sybil,quarantine,default,,,1004,0,0.00416667,0.0166667,0.00416667,0,0,0,,0.9,0.9,0,1,0,0.121951,0,0,1,53.9614,12,226,232,5
strategies,sybil,quarantine,default,,,1005,0.0333333,0.0583333,0.158333,0.0375,0,0,0,,0.875,0.875,0.125,0.966667,0,0.121951,0,3,1,54.9129,12,172,212,5
strategies,sybil,quarantine,default,,,1006,0,0.00416667,0.00833333,0.00416667,0,0,0,,1,1,0,0.966667,0,0.119048,0,0,1,55.23,12,214,232,5
strategies,sybil,quarantine,default,,,1007,0,0,0,0,0,0,0,,1,1,0,0.966667,0,0.119048,0,0,1,54.6429,12,223,217,5
strategies,sybil_evasive,naive,default,,,1000,0.466667,0.3625,0.825,0.358333,0.966667,0.633333,0.633333,0.506667,0.875,0.875,0,0.533333,0,1,1,8,0,36.84,3,0,152,5
strategies,sybil_evasive,naive,default,,,1001,0.5,0.420833,0.866667,0.383333,0.966667,0.566667,0.566667,0.492958,0.875,0.875,0,0.5,0,1,1,8,0,36.4986,3,0,152,5
