experiment,scenario,strategy,variant,param,value,seed,asr_final,asr_post_mean,false_retrieval_rate,answer_flip_rate,exposure_final,propagation_final,propagation_peak,honest_relay_fraction,clean_accuracy_final,clean_accuracy_mean,clean_unknown_final,target_accuracy_final,fp_reject_rate,fn_accept_rate,fn_accept_injected,recovery_rounds,recovered,context_tokens_per_query,scored_per_query,verifier_lookups,messages,n_honest
hops,none,verified,default,max_hops,1,1005,0.0333333,0.0541667,0.15,0.0333333,,,,,0.925,0.916667,0.075,0.9,0.111959,1,,,1,54.8743,12,137,150,5
hops,none,verified,default,max_hops,1,1006,0,0,0,0,,,,,1,1,0,0.966667,0.127764,0.833333,,,1,55.1886,12,194,150,5
hops,none,verified,default,max_hops,1,1007,0,0,0,0,,,,,1,1,0,0.966667,0.104738,0.5,,,1,54.6457,12,193,150,5
hops,none,verified,default,max_hops,2,1000,0.0666667,0.0833333,0.166667,0.0166667,,,,,0.95,0.933333,0.05,0.8,0.00795756,0.909091,,,1,54.4843,12,116,150,5
hops,none,verified,default,max_hops,2,1001,0.3,0.3,0.304167,0.166667,,,,,1,1,0,0.7,0.00510204,1,,,1,54.4857,12,221,150,5
hops,none,verified,default,max_hops,2,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0.00511509,0,,,1,55.04,12,232,150,5
hops,none,verified,default,max_hops,2,1003,0,0,0,0,,,,,1,1,0,1,0.00519481,0.714286,,,1,54.8229,12,211,150,5
hops,none,verified,default,max_hops,2,1004,0,0,0,0,,,,,0.9,0.9,0,1,0.00496278,1,,,1,53.9629,12,208,150,5
hops,none,verified,default,max_hops,2,1005,0.0333333,0.0541667,0.145833,0.0333333,,,,,0.875,0.875,0.125,0.966667,0.0052356,1,,,1,54.9129,12,156,150,5
hops,none,verified,default,max_hops,2,1006,0,0,0,0,,,,,1,1,0,1,0,0.833333,,,1,55.2257,12,215,150,5
hops,none,verified,default,max_hops,2,1007,0,0,0,0,,,,,1,1,0,1,0,0.8,,,1,54.6429,12,204,150,5
hops,none,verified,default,max_hops,3,1000,0.0666667,0.0833333,0.166667,0.0166667,,,,,0.95,0.933333,0.05,0.8,0,0.909091,,,1,54.4829,12,117,150,5
hops,none,verified,default,max_hops,3,1001,0.3,0.3,0.304167,0.166667,,,,,1,1,0,0.7,0,1,,,1,54.4857,12,223,150,5
hops,none,verified,default,max_hops,3,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0,0,,,1,55.04,12,233,150,5
hops,none,verified,default,max_hops,3,1003,0,0,0,0,,,,,1,1,0,1,0,0.714286,,,1,54.8257,12,212,150,5
hops,none,verified,default,max_hops,3,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,53.9629,12,209,150,5
hops,none,verified,default,max_hops,3,1005,0.0333333,0.0541667,0.145833,0.0333333,,,,,0.875,0.875,0.125,0.966667,0,1,,,1,54.9129,12,157,150,5
hops,none,verified,default,max_hops,3,1006,0,0,0,0,,,,,1,1,0,1,0,0.833333,,,1,55.2257,12,215,150,5
hops,none,verified,default,max_hops,3,1007,0,0,0,0,,,,,1,1,0,1,0,0.8,,,1,54.6429,12,204,150,5
hops,none,verified,default,max_hops,4,1000,0.0666667,0.0833333,0.166667,0.0166667,,,,,0.95,0.933333,0.05,0.8,0,0.909091,,,1,54.4829,12,117,150,5
hops,none,verified,default,max_hops,4,1001,0.3,0.3,0.304167,0.166667,,,,,1,1,0,0.7,0,1,,,1,54.4857,12,223,150,5
hops,none,verified,default,max_hops,4,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0,0,,,1,55.04,12,233,150,5
hops,none,verified,default,max_hops,4,1003,0,0,0,0,,,,,1,1,0,1,0,0.714286,,,1,54.8257,12,212,150,5
hops,none,verified,default,max_hops,4,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,53.9629,12,209,150,5
hops,none,verified,default,max_hops,4,1005,0.0333333,0.0541667,0.145833,0.0333333,,,,,0.875,0.875,0.125,0.966667,0,1,,,1,54.9129,12,157,150,5
hops,none,verified,default,max_hops,4,1006,0,0,0,0,,,,,1,1,0,1,0,0.833333,,,1,55.2257,12,215,150,5
hops,none,verified,default,max_hops,4,1007,0,0,0,0,,,,,1,1,0,1,0,0.8,,,1,54.6429,12,204,150,5
hops,none,verified,default,max_hops,none,1000,0.0666667,0.0833333,0.166667,0.0166667,,,,,0.95,0.933333,0.05,0.8,0,0.909091,,,1,54.4829,12,117,150,5
hops,none,verified,default,max_hops,none,1001,0.3,0.3,0.304167,0.166667,,,,,1,1,0,0.7,0,1,,,1,54.4857,12,223,150,5
hops,none,verified,default,max_hops,none,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0,0,,,1,55.04,12,233,150,5
hops,none,verified,default,max_hops,none,1003,0,0,0,0,,,,,1,1,0,1,0,0.714286,,,1,54.8257,12,212,150,5
hops,none,verified,default,max_hops,none,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,53.9629,12,209,150,5
hops,none,verified,default,max_hops,none,1005,0.0333333,0.0541667,0.145833,0.0333333,,,,,0.875,0.875,0.125,0.966667,0,1,,,1,54.9129,12,157,150,5
hops,none,verified,default,max_hops,none,1006,0,0,0,0,,,,,1,1,0,1,0,0.833333,,,1,55.2257,12,215,150,5
hops,none,verified,default,max_hops,none,1007,0,0,0,0,,,,,1,1,0,1,0,0.8,,,1,54.6429,12,204,150,5
hops,forged_meta,provenance,default,max_hops,1,1000,0.266667,0.341667,0.595833,0.129167,0.8,0.4,0.4,0.5,1,0.991667,0,0.733333,0.0946292,0.666667,0.5,8,0,51.4871,12,0,152,5
hops,forged_meta,provenance,default,max_hops,1,1001,0.3,0.375,0.566667,0.183333,0.8,0.4,0.4,0.5,0.975,0.975,0.025,0.7,0.124682,0.666667,0.5,8,0,51.4714,12,0,152,5
hops,forged_meta,provenance,default,max_hops,1,1002,0,0.0416667,0.4,0.0375,0.866667,0.466667,0.466667,0.538462,0.9,0.866667,0.1,1,0.0984848,0.548387,0.461538,3,1,52.0857,12,0,152,5
hops,forged_meta,provenance,default,max_hops,1,1003,0.133333,0.166667,0.466667,0.1375,0.9,0.5,0.5,0.555556,0.825,0.825,0.075,0.833333,0.110526,0.595238,0.444444,8,0,51.8171,12,0,152,5
hops,forged_meta,provenance,default,max_hops,1,1004,0.0333333,0.0958333,0.4,0.0833333,0.9,0.5,0.5,0.555556,0.825,0.816667,0.1,0.966667,0.143939,0.5,0.444444,5,1,50.9614,12,0,152,5
hops,forged_meta,provenance,default,max_hops,1,1005,0.2,0.2375,0.5,0.154167,0.866667,0.466667,0.466667,0.538462,0.925,0.925,0.075,0.8,0.108247,0.516129,0.461538,8,0,51.89,12,0,152,5
hops,forged_meta,provenance,default,max_hops,1,1006,0.0666667,0.108333,0.4,0.108333,0.7,0.3,0.3,0.428571,0.975,0.975,0.025,0.866667,0.11054,0.709677,0.571429,8,0,52.1414,12,0,152,5
hops,forged_meta,provenance,default,max_hops,1,1007,0.133333,0.141667,0.4,0.141667,0.766667,0.366667,0.366667,0.478261,0.925,0.925,0.075,0.866667,0.100796,0.666667,0.521739,8,0,51.6457,12,0,152,5
hops,forged_meta,provenance,default,max_hops,2,1000,0.333333,0.425,0.783333,0.270833,0.8,0.4,0.4,0.5,1,1,0,0.666667,0.00508906,0.974359,0.958333,8,0,51.4671,12,0,152,5
hops,forged_meta,provenance,default,max_hops,2,1001,0.333333,0.375,0.7875,0.2375,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.666667,0.00520833,0.973684,0.956522,8,0,51.4829,12,0,152,5
hops,forged_meta,provenance,default,max_hops,2,1002,0.0666667,0.0666667,0.691667,0.0666667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,0.933333,0.00777202,1,1,8,0,52.1143,12,0,152,5
hops,forged_meta,provenance,default,max_hops,2,1003,0.2,0.225,0.6375,0.183333,0.833333,0.433333,0.433333,0.52,0.85,0.85,0.075,0.8,0.0027027,0.95,0.96,8,0,51.7986,12,0,152,5
hops,forged_meta,provenance,default,max_hops,2,1004,0.166667,0.245833,0.7625,0.2375,0.9,0.5,0.5,0.555556,0.9,0.891667,0,0.833333,0.00508906,1,1,8,0,50.95,12,0,152,5
hops,forged_meta,provenance,default,max_hops,2,1005,0.233333,0.275,0.708333,0.25,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.766667,0.00515464,1,1,8,0,51.9129,12,0,152,5
hops,forged_meta,provenance,default,max_hops,2,1006,0.166667,0.154167,0.575,0.141667,0.733333,0.333333,0.333333,0.454545,1,1,0,0.833333,0.00257069,0.96875,0.954545,8,0,52.2043,12,0,152,5
hops,forged_meta,provenance,default,max_hops,2,1007,0.2,0.208333,0.641667,0.208333,0.8,0.4,0.4,0.5,1,1,0,0.8,0.00268097,0.970588,0.958333,8,0,51.6429,12,0,152,5
hops,forged_meta,provenance,default,max_hops,3,1000,0.3,0.4125,0.795833,0.258333,0.833333,0.433333,0.433333,0.52,1,1,0,0.7,0,1,1,8,0,51.4757,12,0,152,5
hops,forged_meta,provenance,default,max_hops,3,1001,0.333333,0.375,0.804167,0.2375,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.666667,0,1,1,8,0,51.4829,12,0,152,5
hops,forged_meta,provenance,default,max_hops,3,1002,0.0666667,0.0666667,0.708333,0.0666667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,0.933333,0,1,1,8,0,52.1186,12,0,152,5
hops,forged_meta,provenance,default,max_hops,3,1003,0.2,0.225,0.6625,0.183333,0.833333,0.433333,0.433333,0.52,0.85,0.85,0.075,0.8,0,1,1,8,0,51.7986,12,0,152,5
hops,forged_meta,provenance,default,max_hops,3,1004,0.166667,0.245833,0.7625,0.2375,0.9,0.5,0.5,0.555556,0.9,0.891667,0,0.833333,0,1,1,8,0,50.95,12,0,152,5
hops,forged_meta,provenance,default,max_hops,3,1005,0.233333,0.275,0.708333,0.25,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.766667,0,1,1,8,0,51.9129,12,0,152,5
hops,forged_meta,provenance,default,max_hops,3,1006,0.166667,0.166667,0.595833,0.166667,0.733333,0.333333,0.333333,0.454545,1,1,0,0.833333,0,1,1,8,0,52.2043,12,0,152,5
hops,forged_meta,provenance,default,max_hops,3,1007,0.2,0.208333,0.654167,0.208333,0.8,0.4,0.4,0.5,1,1,0,0.8,0,1,1,8,0,51.6429,12,0,152,5
hops,forged_meta,provenance,default,max_hops,4,1000,0.3,0.4125,0.795833,0.258333,0.833333,0.433333,0.433333,0.52,1,1,0,0.7,0,1,1,8,0,51.4757,12,0,152,5
hops,forged_meta,provenance,default,max_hops,4,1001,0.333333,0.375,0.804167,0.2375,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.666667,0,1,1,8,0,51.4829,12,0,152,5
hops,forged_meta,provenance,default,max_hops,4,1002,0.0666667,0.0666667,0.708333,0.0666667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,0.933333,0,1,1,8,0,52.1186,12,0,152,5
hops,forged_meta,provenance,default,max_hops,4,1003,0.2,0.225,0.6625,0.183333,0.833333,0.433333,0.433333,0.52,0.85,0.85,0.075,0.8,0,1,1,8,0,51.7986,12,0,152,5
hops,forged_meta,provenance,default,max_hops,4,1004,0.166667,0.245833,0.7625,0.2375,0.9,0.5,0.5,0.555556,0.9,0.891667,0,0.833333,0,1,1,8,0,50.95,12,0,152,5
hops,forged_meta,provenance,default,max_hops,4,1005,0.233333,0.275,0.708333,0.25,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.766667,0,1,1,8,0,51.9129,12,0,152,5
hops,forged_meta,provenance,default,max_hops,4,1006,0.166667,0.166667,0.595833,0.166667,0.733333,0.333333,0.333333,0.454545,1,1,0,0.833333,0,1,1,8,0,52.2043,12,0,152,5
hops,forged_meta,provenance,default,max_hops,4,1007,0.2,0.208333,0.654167,0.208333,0.8,0.4,0.4,0.5,1,1,0,0.8,0,1,1,8,0,51.6429,12,0,152,5
hops,forged_meta,provenance,default,max_hops,none,1000,0.3,0.4125,0.795833,0.258333,0.833333,0.433333,0.433333,0.52,1,1,0,0.7,0,1,1,8,0,51.4757,12,0,152,5
hops,forged_meta,provenance,default,max_hops,none,1001,0.333333,0.375,0.804167,0.2375,0.766667,0.366667,0.366667,0.478261,0.95,0.95,0.05,0.666667,0,1,1,8,0,51.4829,12,0,152,5
hops,forged_meta,provenance,default,max_hops,none,1002,0.0666667,0.0666667,0.708333,0.0666667,0.9,0.5,0.5,0.555556,0.925,0.925,0.075,0.933333,0,1,1,8,0,52.1186,12,0,152,5
hops,forged_meta,provenance,default,max_hops,none,1003,0.2,0.225,0.6625,0.183333,0.833333,0.433333,0.433333,0.52,0.85,0.85,0.075,0.8,0,1,1,8,0,51.7986,12,0,152,5
hops,forged_meta,provenance,default,max_hops,none,1004,0.166667,0.245833,0.7625,0.2375,0.9,0.5,0.5,0.555556,0.9,0.891667,0,0.833333,0,1,1,8,0,50.95,12,0,152,5
hops,forged_meta,provenance,default,max_hops,none,1005,0.233333,0.275,0.708333,0.25,0.833333,0.433333,0.433333,0.52,0.95,0.95,0.05,0.766667,0,1,1,8,0,51.9129,12,0,152,5
hops,forged_meta,provenance,default,max_hops,none,1006,0.166667,0.166667,0.595833,0.166667,0.733333,0.333333,0.333333,0.454545,1,1,0,0.833333,0,1,1,8,0,52.2043,12,0,152,5
hops,forged_meta,provenance,default,max_hops,none,1007,0.2,0.208333,0.654167,0.208333,0.8,0.4,0.4,0.5,1,1,0,0.8,0,1,1,8,0,51.6429,12,0,152,5
hops,forged_meta,verified,default,max_hops,1,1000,0.1,0.125,0.3625,0.108333,0.6,0.2,0.2,0.333333,0.975,0.975,0.025,0.733333,0.0977444,0.586207,0.444444,8,0,54.5029,12,122,152,5
hops,forged_meta,verified,default,max_hops,1,1001,0.3,0.345833,0.5,0.141667,0.733333,0.333333,0.333333,0.454545,0.975,0.975,0.025,0.7,0.132316,0.648649,0.454545,8,0,54.4714,12,188,152,5
hops,forged_meta,verified,default,max_hops,1,1002,0,0.0375,0.266667,0.0333333,0.733333,0.333333,0.333333,0.454545,0.85,0.833333,0.15,1,0.118687,0.347826,0.363636,3,1,55.0871,12,219,152,5
hops,forged_meta,verified,default,max_hops,1,1003,0.0333333,0.0416667,0.133333,0.0416667,0.5,0.1,0.1,0.2,0.925,0.925,0.075,0.966667,0.0928382,0.409091,0.266667,1,1,54.8157,12,201,152,5
hops,forged_meta,verified,default,max_hops,1,1004,0,0.0125,0.133333,0,0.6,0.2,0.2,0.333333,0.825,0.816667,0.1,1,0.123116,0.347826,0.222222,0,1,53.9729,12,191,152,5
hops,forged_meta,verified,default,max_hops,1,1005,0.166667,0.179167,0.366667,0.0916667,0.666667,0.266667,0.266667,0.4,0.95,0.95,0.05,0.8,0.11811,0.52,0.4,8,0,54.88,12,141,152,5
hops,forged_meta,verified,default,max_hops,1,1006,0,0.0541667,0.2,0.0541667,0.633333,0.233333,0.233333,0.368421,1,1,0,0.9,0.106494,0.44,0.315789,5,1,55.1643,12,189,152,5
hops,forged_meta,verified,default,max_hops,1,1007,0.1,0.1125,0.266667,0.1125,0.566667,0.166667,0.166667,0.294118,0.95,0.95,0.05,0.9,0.0923077,0.565217,0.470588,8,0,54.6457,12,195,152,5
hops,forged_meta,verified,default,max_hops,2,1000,0.2,0.216667,0.554167,0.170833,0.766667,0.366667,0.366667,0.478261,1,1,0,0.666667,0.0026178,0.823529,0.782609,8,0,54.4743,12,125,152,5
hops,forged_meta,verified,default,max_hops,2,1001,0.333333,0.3875,0.708333,0.25,0.866667,0.466667,0.466667,0.538462,0.95,0.95,0.05,0.666667,0.00771208,0.95122,0.923077,8,0,54.4829,12,222,152,5
hops,forged_meta,verified,default,max_hops,2,1002,0.0666667,0.0666667,0.458333,0.0666667,0.7,0.3,0.3,0.428571,0.925,0.925,0.075,0.933333,0.00512821,0.772727,0.809524,8,0,55.1157,12,238,152,5
hops,forged_meta,verified,default,max_hops,2,1003,0.133333,0.104167,0.245833,0.104167,0.566667,0.166667,0.166667,0.294118,1,1,0,0.833333,0,0.583333,0.529412,8,0,54.8086,12,210,152,5
hops,forged_meta,verified,default,max_hops,2,1004,0,0.0333333,0.291667,0.0333333,0.6,0.2,0.2,0.333333,0.9,0.9,0,1,0.00757576,0.652174,0.555556,3,1,53.95,12,211,152,5
hops,forged_meta,verified,default,max_hops,2,1005,0.133333,0.175,0.4875,0.15,0.666667,0.266667,0.266667,0.4,0.95,0.95,0.05,0.866667,0.00767263,0.8,0.75,8,0,54.9129,12,156,152,5
hops,forged_meta,verified,default,max_hops,2,1006,0.0333333,0.0666667,0.3,0.0666667,0.6,0.2,0.2,0.333333,1,1,0,0.966667,0.0026178,0.666667,0.611111,6,1,55.22,12,208,152,5
hops,forged_meta,verified,default,max_hops,2,1007,0.2,0.158333,0.358333,0.158333,0.6,0.2,0.2,0.333333,1,1,0,0.8,0,0.73913,0.722222,8,0,54.6429,12,206,152,5
hops,forged_meta,verified,default,max_hops,3,1000,0.2,0.220833,0.579167,0.175,0.766667,0.366667,0.366667,0.478261,1,1,0,0.666667,0,0.852941,0.826087,8,0,54.4743,12,125,152,5
hops,forged_meta,verified,default,max_hops,3,1001,0.333333,0.3875,0.708333,0.25,0.866667,0.466667,0.466667,0.538462,0.95,0.95,0.05,0.666667,0,0.95122,0.923077,8,0,54.4829,12,224,152,5
hops,forged_meta,verified,default,max_hops,3,1002,0.0666667,0.0666667,0.466667,0.0666667,0.7,0.3,0.3,0.428571,0.925,0.925,0.075,0.933333,0,0.772727,0.809524,8,0,55.12,12,240,152,5
hops,forged_meta,verified,default,max_hops,3,1003,0.133333,0.104167,0.245833,0.104167,0.566667,0.166667,0.166667,0.294118,1,1,0,0.833333,0,0.583333,0.529412,8,0,54.8071,12,210,152,5
hops,forged_meta,verified,default,max_hops,3,1004,0,0.0333333,0.291667,0.0333333,0.6,0.2,0.2,0.333333,0.9,0.9,0,1,0,0.652174,0.555556,3,1,53.95,12,212,152,5
hops,forged_meta,verified,default,max_hops,3,1005,0.133333,0.175,0.491667,0.15,0.666667,0.266667,0.266667,0.4,0.95,0.95,0.05,0.866667,0,0.84,0.8,8,0,54.9129,12,157,152,5
hops,forged_meta,verified,default,max_hops,3,1006,0.0666667,0.075,0.308333,0.075,0.6,0.2,0.2,0.333333,1,1,0,0.933333,0,0.708333,0.666667,8,0,55.22,12,209,152,5
hops,forged_meta,verified,default,max_hops,3,1007,0.2,0.158333,0.3625,0.158333,0.6,0.2,0.2,0.333333,1,1,0,0.8,0,0.782609,0.777778,8,0,54.6429,12,206,152,5
hops,forged_meta,verified,default,max_hops,4,1000,0.2,0.220833,0.579167,0.175,0.766667,0.366667,0.366667,0.478261,1,1,0,0.666667,0,0.852941,0.826087,8,0,54.4743,12,125,152,5
hops,forged_meta,verified,default,max_hops,4,1001,0.333333,0.3875,0.708333,0.25,0.866667,0.466667,0.466667,0.538462,0.95,0.95,0.05,0.666667,0,0.95122,0.923077,8,0,54.4829,12,224,152,5
hops,forged_meta,verified,default,max_hops,4,1002,0.0666667,0.0666667,0.466667,0.0666667,0.7,0.3,0.3,0.428571,0.925,0.925,0.075,0.933333,0,0.772727,0.809524,8,0,55.12,12,240,152,5
hops,forged_meta,verified,default,max_hops,4,1003,0.133333,0.104167,0.245833,0.104167,0.566667,0.166667,0.166667,0.294118,1,1,0,0.833333,0,0.583333,0.529412,8,0,54.8071,12,210,152,5
hops,forged_meta,verified,default,max_hops,4,1004,0,0.0333333,0.291667,0.0333333,0.6,0.2,0.2,0.333333,0.9,0.9,0,1,0,0.652174,0.555556,3,1,53.95,12,212,152,5
hops,forged_meta,verified,default,max_hops,4,1005,0.133333,0.175,0.491667,0.15,0.666667,0.266667,0.266667,0.4,0.95,0.95,0.05,0.866667,0,0.84,0.8,8,0,54.9129,12,157,152,5
hops,forged_meta,verified,default,max_hops,4,1006,0.0666667,0.075,0.308333,0.075,0.6,0.2,0.2,0.333333,1,1,0,0.933333,0,0.708333,0.666667,8,0,55.22,12,209,152,5
hops,forged_meta,verified,default,max_hops,4,1007,0.2,0.158333,0.3625,0.158333,0.6,0.2,0.2,0.333333,1,1,0,0.8,0,0.782609,0.777778,8,0,54.6429,12,206,152,5
hops,forged_meta,verified,default,max_hops,none,1000,0.2,0.220833,0.579167,0.175,0.766667,0.366667,0.366667,0.478261,1,1,0,0.666667,0,0.852941,0.826087,8,0,54.4743,12,125,152,5
hops,forged_meta,verified,default,max_hops,none,1001,0.333333,0.3875,0.708333,0.25,0.866667,0.466667,0.466667,0.538462,0.95,0.95,0.05,0.666667,0,0.95122,0.923077,8,0,54.4829,12,224,152,5
hops,forged_meta,verified,default,max_hops,none,1002,0.0666667,0.0666667,0.466667,0.0666667,0.7,0.3,0.3,0.428571,0.925,0.925,0.075,0.933333,0,0.772727,0.809524,8,0,55.12,12,240,152,5
hops,forged_meta,verified,default,max_hops,none,1003,0.133333,0.104167,0.245833,0.104167,0.566667,0.166667,0.166667,0.294118,1,1,0,0.833333,0,0.583333,0.529412,8,0,54.8071,12,210,152,5
hops,forged_meta,verified,default,max_hops,none,1004,0,0.0333333,0.291667,0.0333333,0.6,0.2,0.2,0.333333,0.9,0.9,0,1,0,0.652174,0.555556,3,1,53.95,12,212,152,5
hops,forged_meta,verified,default,max_hops,none,1005,0.133333,0.175,0.491667,0.15,0.666667,0.266667,0.266667,0.4,0.95,0.95,0.05,0.866667,0,0.84,0.8,8,0,54.9129,12,157,152,5
hops,forged_meta,verified,default,max_hops,none,1006,0.0666667,0.075,0.308333,0.075,0.6,0.2,0.2,0.333333,1,1,0,0.933333,0,0.708333,0.666667,8,0,55.22,12,209,152,5
hops,forged_meta,verified,default,max_hops,none,1007,0.2,0.158333,0.3625,0.158333,0.6,0.2,0.2,0.333333,1,1,0,0.8,0,0.782609,0.777778,8,0,54.6429,12,206,152,5
agents,none,naive,default,n_agents,4,1000,0,0,0,0,,,,,1,0.972222,0,1,0,1,,,1,36.4262,3,0,90,3
agents,none,naive,default,n_agents,4,1001,0.166667,0.166667,0.319444,0.166667,,,,,0.875,0.861111,0,0.833333,0,1,,,1,36.3952,3,0,90,3
agents,none,naive,default,n_agents,4,1002,0,0,0,0,,,,,0.958333,0.958333,0.0416667,1,0,1,,,1,37.1286,3,0,90,3
agents,none,naive,default,n_agents,4,1003,0.166667,0.166667,0.416667,0.125,,,,,1,1,0,0.833333,0,1,,,1,36.8262,3,0,90,3
agents,none,naive,default,n_agents,4,1004,0,0,0,0,,,,,1,1,0,1,0,1,,,1,35.9976,3,0,90,3
agents,none,naive,default,n_agents,4,1005,0.166667,0.166667,0.166667,0.166667,,,,,1,1,0,0.833333,0,1,,,1,36.9167,3,0,90,3
agents,none,naive,default,n_agents,4,1006,0,0,0,0,,,,,0.958333,0.958333,0.0416667,1,0,1,,,1,37.1429,3,0,90,3
agents,none,naive,default,n_agents,4,1007,0,0,0.166667,0,,,,,1,1,0,1,0,1,,,1,36.6405,3,0,90,3
agents,none,naive,default,n_agents,6,1000,0.166667,0.225,0.333333,0.0333333,,,,,1,0.983333,0,0.833333,0,1,,,1,36.4786,3,0,150,5
agents,none,naive,default,n_agents,6,1001,0.166667,0.1375,0.304167,0.00416667,,,,,1,1,0,0.833333,0,1,,,1,36.4857,3,0,150,5
agents,none,naive,default,n_agents,6,1002,0,0,0,0,,,,,0.85,0.85,0.15,0.966667,0,1,,,1,37.0386,3,0,150,5
agents,none,naive,default,n_agents,6,1003,0,0.0375,0.166667,0,,,,,0.85,0.85,0.05,1,0,1,,,1,36.8071,3,0,150,5
agents,none,naive,default,n_agents,6,1004,0,0,0,0,,,,,0.9,0.9,0,1,0,1,,,1,35.9629,3,0,150,5
agents,none,naive,default,n_agents,6,1005,0,0.0208333,0.145833,0,,,,,0.875,0.875,0.125,1,0,1,,,1,36.9129,3,0,150,5
agents,none,naive,default,n_agents,6,1006,0,0,0,0,,,,,1,1,0,0.966667,0,1,,,1,37.2129,3,0,150,5
agents,none,naive,default,n_agents,6,1007,0,0,0,0,,,,,1,1,0,1,0,1,,,1,36.6429,3,0,150,5
agents,none,naive,default,n_agents,10,1000,0.166667,0.150463,0.150463,0.0115741,,,,,1,1,0,0.833333,0,1,,,1,36.4976,3,0,270,9
agents,none,naive,default,n_agents,10,1001,0,0,0,0,,,,,0.986111,0.967593,0.0138889,1,0,1,,,1,36.5032,3,0,270,9
agents,none,naive,default,n_agents,10,1002,0,0,0,0,,,,,1,1,0,1,0,1,,,1,37.0865,3,0,270,9
agents,none,naive,default,n_agents,10,1003,0.166667,0.148148,0.148148,0.115741,,,,,1,1,0,0.833333,0,1,,,1,36.827,3,0,270,9
agents,none,naive,default,n_agents,10,1004,0.148148,0.127315,0.127315,0.12037,,,,,1,1,0,0.851852,0,1,,,1,35.9921,3,0,270,9
agents,none,naive,default,n_agents,10,1005,0,0.0162037,0.162037,0,,,,,1,1,0,1,0,1,,,1,36.9024,3,0,270,9
agents,none,naive,default,n_agents,10,1006,0,0,0,0,,,,,1,1,0,1,0,1,,,1,37.1437,3,0,270,9
agents,none,naive,default,n_agents,10,1007,0,0,0,0,,,,,0.986111,0.981481,0.0138889,1,0,1,,,1,36.6444,3,0,270,9
agents,none,naive,default,n_agents,16,1000,0,0,0,0,,,,,1,1,0,1,0,,,,1,36.4871,3,0,450,15
agents,none,naive,default,n_agents,16,1001,0,0,0,0,,,,,1,0.986111,0,1,0,1,,,1,36.419,3,0,450,15
agents,none,naive,default,n_agents,16,1002,0,0,0,0,,,,,1,0.991667,0,1,0,1,,,1,37.0948,3,0,450,15
agents,none,naive,default,n_agents,16,1003,0,0,0,0,,,,,1,0.997222,0,1,0,1,,,1,36.8638,3,0,450,15
agents,none,naive,default,n_agents,16,1004,0,0,0,0,,,,,1,1,0,0.988889,0,1,,,1,36.0414,3,0,450,15
agents,none,naive,default,n_agents,16,1005,0,0,0,0,,,,,0.983333,0.977778,0.0166667,1,0,1,,,1,36.9152,3,0,450,15
agents,none,naive,default,n_agents,16,1006,0,0.00138889,0.1375,0,,,,,0.983333,0.980556,0.0166667,1,0,1,,,1,37.09,3,0,450,15
agents,none,naive,default,n_agents,16,1007,0,0,0,0,,,,,1,1,0,1,0,1,,,1,36.6029,3,0,450,15
agents,none,provenance,default,n_agents,4,1000,0,0,0,0,,,,,1,0.972222,0,1,0,1,,,1,51.4262,12,0,90,3
agents,none,provenance,default,n_agents,4,1001,0.166667,0.152778,0.319444,0.152778,,,,,0.875,0.861111,0,0.833333,0,1,,,1,51.3952,12,0,90,3
agents,none,provenance,default,n_agents,4,1002,0,0,0,0,,,,,0.958333,0.958333,0.0416667,1,0,1,,,1,52.1286,12,0,90,3
agents,none,provenance,default,n_agents,4,1003,0.166667,0.152778,0.416667,0.111111,,,,,1,1,0,0.833333,0,1,,,1,51.8262,12,0,90,3
agents,none,provenance,default,n_agents,4,1004,0,0,0,0,,,,,0.958333,0.958333,0,1,0,1,,,1,50.9976,12,0,90,3
agents,none,provenance,default,n_agents,4,1005,0.0555556,0.0555556,0.166667,0.0555556,,,,,1,1,0,0.944444,0,1,,,1,51.9167,12,0,90,3
agents,none,provenance,default,n_agents,4,1006,0,0,0,0,,,,,0.958333,0.958333,0.0416667,1,0,1,,,1,52.1429,12,0,90,3
agents,none,provenance,default,n_agents,4,1007,0.0555556,0.0555556,0.166667,0.0555556,,,,,1,1,0,0.944444,0,1,,,1,51.6405,12,0,90,3
agents,none,provenance,default,n_agents,6,1000,0.2,0.233333,0.333333,0.0416667,,,,,1,0.983333,0,0.8,0,1,,,1,51.4786,12,0,150,5
